Game_id,Game_name,Developer,Publisher,Release Date,Price,Metacritic Score,Headsets,Input,Play Area,Genre,Support Language
386290,Kumoon : Ballistic Physics Puzzle,Lucky You Studio,Lucky You Studio,"10 Nov, 2015",¥ 298,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Action;Casual;Indie;Simulation,;English;French;Italian;German;Spanish - Spain;Finnish;Japanese;Norwegian;Portuguese;Portuguese - Brazil;Russian;Swedish;Bulgarian;Czech;Danish;Dutch;Greek;Hungarian;Korean;Polish;Romanian;Simplified Chinese;Thai;Traditional Chinese;Turkish;Ukrainian
870730,Adapt or Perish,Phr00t's Software,Phr00t's Software,"11 Feb, 2019","¥ 1,010",,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;standing;roomscale,;Action;Indie;Strategy,;English
1710740,Dungeon Full Dive,TxK Gaming Studios,TxK Gaming Studios,Q2 - 2023,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;vr_input_kbm,;seated;standing,;Adventure;Indie;RPG;Strategy,;English;German
329770,4089: Ghost Within,Phr00t's Software,Phr00t's Software,"9 Jan, 2015",¥ 598,,;valveindex;htc;oculus,;vr_input_kbm,;seated,;Action;Indie;RPG,;English
649240,RADtv,Ruffian Games,Ruffian Games,"2 Aug, 2019","¥ 1,010",,;htc;oculus,;vr_input_motion,;seated;standing,;Action;Casual;Indie;Sports,;English;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Simplified Chinese;French;Russian
1006900,Last Line VR: A Zombie Defense Game,Astro Quality Games,Astro Quality Games,"26 Jul, 2019",¥ 720,,;oculus,;vr_input_motion,;standing,;Action;Casual;Indie;Strategy,;English
934930,RDS - The Official Drift Videogame,Drift Physics Crew,Drift Physics Crew,"6 Jun, 2019","¥ 1,840",,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated;standing;roomscale,;Racing;Simulation;Sports,;English;Russian
635700,ZIX,Hidden Gem IO Inc.,Hidden Gem IO Inc.,TBD,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Action;Adventure;Indie;RPG;Early Access,;English
391640,Stage Presence,Sea Green Games,tinyBuild,"28 Feb, 2017",¥ 980,,;valveindex;htc;oculus,;vr_input_motion,;standing;roomscale,;Casual;Indie;Simulation,;English;French;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Italian;Simplified Chinese
1308040,Agence,Transitional Forms,NFB / ONF,"28 Sep, 2020",¥ 310,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing,;Indie;Simulation,;English;French;German;Japanese;Korean;Simplified Chinese;Spanish - Latin America
535170,Climbtime,Saluda Systems,Saluda Systems,"3 May, 2017",Free,,;valveindex;htc,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Casual;Free to Play;Indie,;English
1510370,MADE VR : Interactive Movie - 01. Run away!,JOONSPICTURES,JOONSPICTURES,"10 Jan, 2021","¥ 1,640",,;valveindex;htc;oculus,;vr_input_motion,;seated;standing,;Adventure,;English;Simplified Chinese;Korean
449640,Bloody Zombies,Paw Print Games Ltd.,nDreams,"11 Sep, 2017",,,;htc;oculus,;controller;vr_input_kbm,;seated,;Action;Adventure,;English;French;German;Spanish - Spain;Portuguese - Brazil;Russian
345140,Crystal Rift,Psytec Games Ltd,Psytec Games Ltd,"30 Mar, 2016",¥ 980,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Adventure;Indie,;English
592100,Flotilla 2,Blendo Games,Blendo Games,"17 Aug, 2018","¥ 1,010",,;valveindex;htc;oculus,;vr_input_motion,;standing;roomscale,;Indie;Strategy,;English
571340,Seeking Evil: The Wendigo,Copybugpaste,Copybugpaste,"11 Sep, 2017",¥ 520,,;valveindex;htc;oculus,;vr_input_motion,;standing;roomscale,;Action;Adventure;Indie,;English
1975370,Snipe Hunt,Drac's Game Dev Dungeon,Drac's Game Dev Dungeon,Soon,,,;valveindex;htc;oculus,;vr_input_motion;controller,;seated,;Action;Adventure;Indie,;English
459940,Deer Man,Red Mount Media,Red Mount Media,"11 Apr, 2016",¥ 100,,;oculus,;controller;vr_input_kbm,;seated,;Adventure;Casual;Indie,;English;Russian;Simplified Chinese
1571890,JAM GODS,Static Wild,Static Wild,COMING SOON,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;roomscale,;Action;Casual;Indie;Simulation;Sports;Early Access,;English
993840,Drive,Novus Res,Novus Res,"23 Jul, 2021","¥ 1,950",,;valveindex;htc;oculus;windowsmr,;controller;vr_input_kbm,;seated;standing;roomscale,;Racing;Simulation;Sports,;English
598400,Starship Commander: Arcade,Human Interact,Human Interact,"10 Sep, 2020",¥ 820,,;valveindex;htc;oculus,;vr_input_kbm,;seated,;Adventure;Indie,;English
422890,22 Racing Series | RTS-Racing,GOATi Entertainment,GOATi Entertainment,2022,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;controller;vr_input_kbm,;seated,;Racing;Simulation;Sports;Strategy,;English
1360040,uVolley,Nick,IElectric,"24 Jul, 2020",Free,,;windowsmr,;vr_input_motion;controller;vr_input_kbm,;seated,;Indie;Sports,;English;French;Italian;German;Portuguese - Brazil;Russian;Thai
1358930,Playing God,Ben Fredericks [Collaborations],Ben Fredericks [Collaborations],"7 Sep, 2020",Free,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing,;Indie,;English
548080,Space Merchants: Arena,Playito.com,Playito.com,"4 Nov, 2016",¥ 698,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Action;Casual;Indie;Massively Multiplayer;RPG;Simulation,;English;Czech;Russian
1964800,Captcha Kills,Cyphen Productions,cyphen inc.,,,,;valveindex;htc,;vr_input_motion,;seated;standing;roomscale,;Free to Play;Simulation;Strategy,;English
1990990,AstroTrucks,DjArcas,ProjectorGames,AstroTruckin' soon!,,,;valveindex;htc;oculus;windowsmr,;controller;vr_input_kbm,;seated,;Indie;RPG;Simulation;Strategy;Early Access,;English
1326080,Alien Defense Unit,Lost Our Box,Lost Our Box,Early 2021 (Demo Available Now),,,;htc,;vr_input_motion,;standing;roomscale,;Action;Indie,;English
1834170,Vector Elite,Jeezums,Jeezums,Jun 2022,,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing,;Action;Indie,;English;French;Italian;German;Spanish - Spain;Arabic;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Japanese;Korean;Norwegian;Polish;Portuguese;Portuguese - Brazil;Romanian;Russian;Simplified Chinese;Spanish - Latin America;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese
1961380,Taiga,Ancient Beasts,Ancient Beasts,May 2022,,,;oculus,;vr_input_motion,;seated;standing;roomscale,;Action;Adventure;Indie,;English;Russian;Portuguese - Brazil
1761840,Hobble,,,⚡2023 — Add to Wishlist!,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing,;Indie;Simulation;Early Access,;English;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Simplified Chinese;Turkish
1840020,PLANET THETA,FireFlare Games,FireFlare Games,Coming Soon,,,;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Casual;Free to Play;Massively Multiplayer;Early Access,;English;French;Italian;Spanish - Latin America;German
1250850,Spiritual Calling,DGMA,DGMA,TBA,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing,;Adventure;Indie,;English;Russian;Simplified Chinese
1356030,Page One,Philippa Day,Whirligig Productions,"3 Aug, 2020",,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;vr_input_kbm,;seated;standing,;Adventure;Indie;Early Access,;English
629220,Rise of Insanity,Red Limb Studio,Red Limb Studio,"1 Mar, 2018","¥ 1,010",,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Adventure;Indie;Simulation,;English;Polish;German;Italian;Spanish - Spain;Russian;Simplified Chinese;Korean;Portuguese - Brazil
893910,Science Simulator,Callum Sales,Stand and Fight Softworks,"11 Jul, 2022",,,;valveindex;htc;oculus;windowsmr,;vr_input_kbm,;seated;standing,;Adventure;Casual;Indie;Racing;Simulation;Early Access,;English
607560,VRCURATOR,Lobaki,Lobaki,"15 Mar, 2017",¥ 498,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Audio Production;Utilities,;English
1614780,BAD DREAMS,CREATIVE VR3D,CREATIVE VR3D,Coming Soon,,,;htc;oculus;windowsmr,;vr_input_motion,;seated;standing,;Action;Adventure;Indie,;English
660880,b,u&i,u&i,"26 Jun, 2017",Free,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Casual;Free to Play;Indie,;English
238280,Legend of Dungeon,Robot Loves Kitty,,"13 Sep, 2013",¥ 980,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;controller,;seated;standing;roomscale,;Action;Indie;RPG,;English
954880,PanoPainter,OmixLab LTD,OmixLab LTD,"20 May, 2019","¥ 2,050",,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing,;Animation & Modeling;Design & Illustration;Photo Editing,;English
1526650,Fugitive 3D,Stumpy Dog Studios,Stumpy Dog Studios,"21 Jun, 2021",,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing,;Action;Casual;Free to Play,;English
1016990,CinemApocalypse,Blackant Master Studio,Blackant Master Studio,Mar 2023,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Casual;Indie;Early Access,;English
1362690,Core Disruption,MPLEX,MPLEX,,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Action;Indie;Early Access,;English
1856300,Project Voidcraft,Avaris AS,Avaris AS,"1 Sep, 2022",,,;valveindex;htc;windowsmr,;vr_input_motion,;seated,;Action;Massively Multiplayer;Simulation;Strategy;Early Access,;English
707340,Awakening,AwingSoft,AwingSoft,"15 Aug, 2017",Free,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Animation & Modeling;Design & Illustration;Utilities,;English
750460,WRONGED,Joshua Roland,Joshua Roland,"20 Oct, 2017",¥ 205,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated;standing,;Action;Adventure;Indie,;English
826460,The Road to Hades,AUTOSAVE,AUTOSAVE,"12 Apr, 2018",¥ 520,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Adventure;Indie,;English
1483550,Axe Gang,DevZhukov,DevZhukov,TBD,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Action;Adventure;Indie;Massively Multiplayer;RPG,;English;Russian
970730,Ball Out,Forceight,Forceight,"2 Dec, 2019",¥ 100,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Action;Indie;Racing;Sports,;English;French
1731370,POW POW: Dye it up!,PunkPirates,PunkPirates,2022,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Action;Casual;Massively Multiplayer;Sports;Early Access,;English;Russian;French;Italian;German;Spanish - Spain;Simplified Chinese;Japanese;Korean;Polish
473970,Zombie City Defense 2,Mozg Labs,Mozg Labs,"19 Aug, 2016",¥ 980,,;oculus,;controller,;seated,;Action;Indie;Simulation;Strategy,;English;Russian
371300,Knee Deep,Prologue Games,Prologue Games,"6 Jul, 2015","¥ 1,980",,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Adventure;Indie,;English
1956260,Cities Virtual Reality,WireMonkeyGames,WireMonkeyGames,TBA,,,;valveindex;htc,;vr_input_motion,;standing,;Casual;Indie;Simulation;Strategy;Early Access,;English
893470,Salary Man Escape,Red Accent Studios,Oasis Games,"18 Sep, 2018","¥ 1,120",,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing,;Casual;Indie,;English;French;Spanish - Spain;Japanese;Korean;Simplified Chinese;Traditional Chinese;Italian;German;Portuguese
703030,NewTypes,Masahiro Suzuki,Masahiro Suzuki,"19 Feb, 2018",Free To Play,,;valveindex;htc,;controller;vr_input_kbm,;seated,;Simulation;Early Access,;English;Japanese
955090,Welcome to Graymount,"MidnightCoffee, Inc.","MidnightCoffee, Inc.",TBD - In Development,,,;htc;oculus;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Action;Adventure;Indie,;English
687520,Realm Quest,Dynamious Studios,Dynamious Studios,,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy;Early Access,;English
1177910,Non Compliant,Herdelia's Legacy,Herdelia's Legacy,TBA,,,;valveindex;htc;oculus,;vr_input_motion,;roomscale,;Action;Adventure;Indie;Simulation,;English;French
1037380,Cradle of Sins,U24 Solutions,U24 Solutions,TBA,,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Action;Adventure;Indie;Massively Multiplayer;Strategy;Early Access,;English
1714400,Neo Art Space,Neo Art Lab,Neo Art Lab,March - 2022,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Action;Adventure;Indie;Simulation,;English
384990,Gon' E-Choo!,Marc Ellis,Marc Ellis,"25 Nov, 2015",¥ 100,,;oculus,;controller;vr_input_kbm,;seated;standing,;Action;Indie;Simulation,;English
1774870,Outbraking,Rhine Games,Rhine Games,,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Action;Racing,;English;French;Italian;German;Spanish - Spain
1644230,Sundowner,Eclipsed Studios,Eclipsed Studios,By Sept. 2022,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Action;Indie;Early Access,;English
701260,REBOUND ARENA,Alien Cow,Alien Cow,Soon™,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing,;Action;Free to Play;Indie;Early Access,;English;Spanish - Spain;French;German
1916360,Project Impulse,Donion Tech,Donion Tech,TBD,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Action;Free to Play;Indie,;English
1508010,Suspicious,Suspicious,Suspicious,2021 - Wishlist & Follow!,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Casual;Indie;Massively Multiplayer,;English
1050260,Isle of Pan,Dogū,Dogū,December 2022,,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Adventure;Indie,;English
736780,Clash of Spells,Vergence Lab,Vergence Lab,,,,;valveindex;htc;oculus,;vr_input_motion,;roomscale,;Action;Indie;Early Access,;English
1814920,Bombyx,ParticleStorm,ParticleStorm,Coming Soon!,,,;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Action;Free to Play;Indie;Early Access,;English
831490,Draw Near,Omniscience,Taiga Nishimura,"15 Apr, 2018",Free,,;oculus,;vr_input_motion,;standing;roomscale,;Action;Adventure;Free to Play;Indie;Simulation,;English;Japanese
1376310,Orc invasion,Games For Pleasure,Games For Pleasure,2021,,,;valveindex;htc,;vr_input_motion,;standing,;Action;Adventure;Indie;Early Access,;English
1627250,Go Clubbing,Recognition Media Ltd,Recognition Media Ltd,May 2021,,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing,;Casual;Early Access,;English
829560,Katie,Lonely Frontier Studio,Lonely Frontier Studio,"7 May, 2018",¥ 310,,;valveindex;htc,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Indie,;English
1229910,Eden,Bearded Eye,Bearded Eye,"15 Sep, 2021",,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Adventure;Casual;Massively Multiplayer;Early Access,;English
1270910,VirtualCop,Wrestler,New Zealand Police,"10 Nov, 2021",Free,,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Casual;Free to Play;Indie;Simulation,;English
1055040,Teleball,Cold Flame Studios,Cold Flame Studios,Coming Soon,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;standing;roomscale,;Action;Adventure;Casual;Indie;Simulation,;English
914680,Crazy Alchemist,5th VR,5th VR,"5 Sep, 2018","¥ 1,010",,;valveindex;htc,;vr_input_motion;vr_input_kbm,;seated;standing,;Adventure;Casual;Indie;Simulation;Strategy;Early Access,;English;Simplified Chinese
467480,C O S M,Dynamoid,Dynamoid,"3 Aug, 2016",¥ 205,,;valveindex;htc,;vr_input_motion,;seated;standing;roomscale,;Indie;Simulation;Early Access,;English;Simplified Chinese
480500,Dogfight Elite,Echoboom S.L.,Echoboom S.L.,"11 Jun, 2016",Free to Play,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Action;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,;English;French;Italian;German;Spanish - Spain;Dutch;Japanese;Korean;Portuguese;Russian;Simplified Chinese
378700,Neptune Flux,Zoxide Games,Zoxide Games,"15 Nov, 2016",¥ 798,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Adventure;Indie,;English
1515220,Virtual Driving School,CGA Simulation,CGA Studio,"4 Sep, 2020",Virtual Driving School NexFest Demo,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Simulation;Early Access,;English
501220,Space Ribbon - Slipstream to the Extreme,Onteca Ltd,Applaud Productions,"4 Jan, 2019",Space Ribbon Demo,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Action;Casual;Indie;Racing;Simulation;Sports,;English;French;Italian;German;Spanish - Spain;Japanese;Korean;Russian;Simplified Chinese
636720,Bring to Light,Red Meat Games,Red Meat Games,"13 Jul, 2018","¥ 2,050",,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Adventure;Indie,;English;French
741820,Prey: Typhon Hunter,Arkane Studios,Bethesda Softworks,"11 Dec, 2018","¥ 2,246",75,;valveindex;htc,;vr_input_motion;controller,;seated;standing;roomscale,;Action,;English;French;Italian;German;Spanish - Spain;Japanese;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese
605100,Renzo Racer,EnsenaSoft,EnsenaSoft,"27 Aug, 2019",¥ 498,,;valveindex;htc;oculus;windowsmr,;controller;vr_input_kbm,;seated;standing,;Action;Indie;Racing,;English;French;Italian;German;Spanish - Spain;Danish;Dutch;Finnish;Portuguese;Spanish - Latin America;Swedish
252470,Space Pirates And Zombies 2,MinMax Games Ltd.,MinMax Games Ltd.,"7 Nov, 2017","¥ 1,980",,;htc;oculus,;vr_input_motion;controller,;seated,;Action;Adventure;Indie;RPG;Simulation;Strategy,;English;French;German;Russian;Simplified Chinese;Traditional Chinese
444550,Void 21,Taranasus Studio,Taranasus Studio,"4 Apr, 2016",¥ 498,,;oculus,;controller;vr_input_kbm,;seated,;Action;Indie;Racing,;English
964320,Mega Punchy Golf,Pillow Head Games,Pillow Head Games,This side of the 22nd century,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;roomscale,;Action;Casual;Indie;Sports;Early Access,;English
383540,Metro Warp,Another Yeti,Another Yeti,"5 Aug, 2015",¥ 520,,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Casual;Indie;Strategy,;English;French;Italian;German;Spanish - Spain;Dutch;Finnish;Norwegian;Polish;Portuguese - Brazil;Russian;Swedish
485240,Push For Emor,Lupus Solus Studio,Lupus Solus Studio,"24 Oct, 2016","¥ 1,280",,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Action;Indie;RPG;Early Access,;English
671920,Dead Secret Circle,Robot Invader,Robot Invader,"1 May, 2018","¥ 1,480",,;valveindex;htc;windowsmr,;vr_input_motion,;standing;roomscale,;Adventure;Indie,;English
1359860,SKYLECT,SKYLECT,SKYLECT,"6 Aug, 2020",,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Education;Software Training;Utilities,;English
1077200,Attack Of The Retro Bots,Denormalizer,Denormalizer,"24 Sep, 2019",¥ 205,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;standing,;Action;Adventure;Indie,;English;Japanese;Korean;Simplified Chinese
803750,Moon Castle,Pim Nijdam,NobleWare,"31 Jul, 2018","¥ 2,050",,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Adventure,;English;Dutch;Romanian;Traditional Chinese;Simplified Chinese;Portuguese - Brazil;German
376880,ASTROKILL,Doomsday Games,Doomsday Games,"27 May, 2016","¥ 1,010",,;valveindex;htc;oculus,;controller;vr_input_kbm,;seated,;Action;Indie;Simulation;Early Access,;English
986340,Raid on the Ruhr,Immersive VR Education Ltd,Immersive VR Education Ltd,"28 Mar, 2019",¥ 620,,;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Action,;English
843850,Cortex Protocol,Arktik Kirkle,Arktik Kirkle,Coming soon,Download the demo here!,,;valveindex;htc,;vr_input_motion,;standing;roomscale,;Action;Casual;Indie,;English
1531050,C-130 Animation,Elias Karam,Brainstorm Reality,"25 Jan, 2021",,,;valveindex;htc;oculus,;vr_input_motion,;standing,;Animation & Modeling,;English
860010,Into The Soup,Rogo Digital,Rogo Digital,2021,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Adventure;Indie,;English
1155840,Magnum Opus,Novacorp Studios,Novacorp Studios,Nov 2020,,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing,;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,;English
855710,Unsacrifice,Unreal Spirit,Daniel Muñoz Michán,,UnsacrificeVRDemo,,;oculus,;vr_input_motion,;standing,;Indie,;English
631670,"Booper, Get Home!",Fletcher Studios,Fletcher Studios,Coming Soon,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Indie,;English
566380,Speedball Arena,Reality Reflection,Reality Reflection,"15 Nov, 2017","¥ 1,010",,;valveindex;htc;oculus;windowsmr,;vr_input_motion;vr_input_kbm,;seated;standing,;Indie;Sports,;English;French;German;Japanese;Simplified Chinese
629030,Employee Recycling Center,Idea Cabin,Idea Cabin,"15 May, 2017",¥ 205,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing;roomscale,;Adventure;Casual;Indie,;English;French;Italian;German;Spanish - Spain;Arabic;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Japanese;Korean;Norwegian;Polish;Portuguese;Portuguese - Brazil;Romanian;Russian;Simplified Chinese;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian
314950,Spectre,Proscenium,Proscenium,"3 Oct, 2016",¥ 498,,;oculus,;controller;vr_input_kbm,;seated;standing,;Indie;Simulation;Strategy,;English
599070,Umpire Simulator,Beep2Bleep.com,Beep2Bleep.com,"20 Feb, 2018",,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Simulation,;English
493500,Bank Limit : Advanced Battle Racing,"Tastee Beverage Studios, LLC","Tastee Beverage Studios, LLC","16 Aug, 2016","¥ 2,480",,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated,;Racing,;English
1045140,ESKO,The Museum of Technology,Clever Simulation Entertainment,"2 Apr, 2019",Free,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;roomscale,;Simulation,;English;Finnish
254590,Theme Park Studio,Pantera Entertainment,Pantera Entertainment,"2 Dec, 2016","¥ 2,980",,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated,;Indie;Simulation,;English;French;Italian;German;Spanish - Spain;Polish
1045130,Raatihuone,Kainuu Museum,Clever Simulation Entertainment,"17 Apr, 2019",Free,,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;roomscale,;Adventure,;English;Finnish
1194200,Gem Jam,Denki Gaka,Denki Gaka,Oct 2020,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Casual;Strategy,;English
1194190,The Ugly Christmas Sweater Game,classEgames,Denki Gaka,Nov 2020,,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing,;Action;Casual,;English
1088830,CLS: Signal Person,MindForge,MindForge,"8 Jul, 2019","¥ 4,100",,;oculus,;vr_input_motion,;standing,;Simulation,;English
601550,Don't Look Back,catbull,catbull,"23 Feb, 2017",¥ 498,,;valveindex;htc,;vr_input_motion,;standing;roomscale,;Indie,;English;Simplified Chinese
916330,Wisentree Spirit,OriorInteractif,Orior Interactif,"28 Dec, 2018","¥ 1,010",,;valveindex;htc;windowsmr,;vr_input_motion,;seated;standing,;Action;Strategy,;English;French
719240,Romans From Mars 360,SideKick,Majesco Entertainment,"21 Dec, 2017","¥ 1,480",,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;roomscale,;Action,;English
584080,Proton Ball,Exoception,Exoception,"18 Feb, 2019",,,;valveindex;htc;oculus,;vr_input_motion,;standing;roomscale,;Action;Sports,;English;French
940850,Taptiles,Arkadium,Arkadium,"24 Jan, 2019","¥ 1,010",,;valveindex;htc;oculus,;vr_input_motion;vr_input_kbm,;seated;standing,;Casual,;English;French;Italian;German;Spanish - Spain
498460,Abduction Prologue: The Story Of Jonathan Blake,Red Iron Labs,Red Iron Labs,"11 Apr, 2018",¥ 310,,;valveindex;htc;oculus,;vr_input_motion;controller;vr_input_kbm,;seated;standing;roomscale,;Action;Adventure;Indie;Simulation;Strategy,;English
471270,Leave The Nest,Kaio Interactive,Kaio Interactive,"27 May, 2016",¥ 298,,;valveindex;htc;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Action;Casual;Indie,;English
1805150,Five dreams,星环游戏,星环互娱,"18 Nov, 2021",¥ 100,,;valveindex;htc;windowsmr,;vr_input_motion,;seated;standing;roomscale,;Action;Adventure;Indie;RPG,;English;Simplified Chinese;French;Italian;German;Spanish - Spain;Danish;Ukrainian;Russian;Bulgarian;Hungarian;Turkish;Greek;Norwegian;Czech;Japanese;Polish;Thai;Swedish;Traditional Chinese;Romanian;Finnish;Dutch;Portuguese;Portuguese - Brazil;Spanish - Latin America;Vietnamese;Arabic;Korean
729340,AMON,Lykke Studios,Lykke Studios,"28 Nov, 2017",¥ 520,,;valveindex;htc,;vr_input_motion,;roomscale,;Casual;Indie,;English;French;Italian;German;Spanish - Spain;Danish;Finnish;Japanese;Korean;Portuguese;Portuguese - Brazil;Russian;Simplified Chinese;Thai
684330,Impromptu Vector Field Painter,Impromptu Games,Impromptu Games,"5 Jul, 2017","¥ 2,050",,;valveindex;htc;oculus,;vr_input_motion,;standing;roomscale,;Animation & Modeling;Utilities,;English
951310,DoVille,Project Whitecard Digital Inc.,Project Whitecard Studios Inc.,"1 Sep, 2021","¥ 1,220",,;valveindex;htc;oculus,;vr_input_motion,;seated;standing;roomscale,;Adventure;Early Access,;English;French
719600,鉄道運転士VR,"CRAVA,Inc.","CRAVA,Inc.","13 Nov, 2017","¥ 1,220",,;valveindex;htc,;vr_input_motion,;standing;roomscale,;Casual;Simulation,;English;Japanese
1939210,DEMoCap (Drag[en]gine Motion Capture),DragonDreams GmbH,DragonDreams GmbH,"14 Apr, 2022",Free,,;valveindex;htc;oculus;windowsmr,;vr_input_motion,;standing;roomscale,;Animation & Modeling;Game Development;Early Access,;English
1920760,StereoPaint,millipede software llc,millipede software llc,"11 Mar, 2022",Free To Play,,;oculus,;vr_input_motion,;seated;standing;roomscale,;Animation & Modeling;Design & Illustration,;English
