scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-27 21:24:14.493092,AndysVrReviews,Great city builder!,"While I have never played a city building game before I naively went into Cities VR thinking I was going to be able to build a thriving metropolis within 30 minutes or less. After about five minutes in the game I was able to see it for what the game really is, a city building sim. Now maybe that is a slight exaggeration but the level of detail and thought that has to go into your city was more than I had expected. You not only have to be sure your residents have utilities but you also have to keep in mind how you build them and how what you do affects the residents. For example, if you put a windmill next to housing, the residents will complain about the sound. This game might not be for everyone but if you are someone that enjoys building something from nothing and seeing your creation come to life then this game is for you. 

For video review and gameplay visit Youtube.com/c/AndysVrReviews",Apr 29 at 2:00 AM,5, 445,"Thanks for the 5 star review Andy! We're excited to check out the city you have created! 🏙️ And happy to let you know that we will keep supporting the game with free content updates, feature additions and general improvements!"
2022-05-27 21:24:16.534674,EshaddackE,I will play this for many hours,"I was part of the playtest a while ago. I have never played Skylines before but always been intrigued by it, so was a little terrified to get this game at first but man it really does a good job of teaching me the ins and outs of the mechanics. It is so cool to start planning out your city and to see how it grows, and I also think they did a great job with the controller and the menus here. The game also looks way better inside the headset than I thought it would after watching the trailers and pictures. Seeing the lights in your city turn on as night falls with boats passing on the water is really awesome.

Now I have only played a couple of hours on the fairview map so have probably just scratched the surface, but so far its been a blast to play. I love building roads and painting the zones, that feels very VR to me. Also watching my citizens as they go to work etc. I am however not super good at keeping my own economy in check in real life so will likely struggle a little with balancing the books here!

Although the game is not perfect (I had some small issues with the bulldoze button for example) the devs have said that they will keep supporting it for a long time. This is definitely a game I will spend hours and hours in and I really think VR needs more of this type of game that is not over in a heartbeat!",Apr 29 at 2:01 AM,5, 124,"Thanks for the awesome in-depth review! It really means the world to us. We will continue to support the game with free content updates, feature additions and general improvements!

Here you can submit feature requests/bugs as you continue your journey as a mayor! https://feedback.fasttravelgames.com/cities-vr"
2022-05-27 21:24:18.572197,The_VR_Grid,A Solid City Builder Hampered By Tech,"Once I figured out how to make my city flourish, the game loop quickly devolved into me waiting for cash to upgrade and waiting some more and I know this genre isn’t exactly known for fast-paced action, but this feel particularly monotonous.  Even as I grew my city, I couldn’t help but notice just how limited my real-estate was and while that’s not game breaking, I just questioned why I wasn’t playing the PC version which looks way better, has a few more building options, mods and allows for a truly substantial city and not just a demo-sized one.  Cities VR, I think gets the job done when it comes to gameplay, but just barely, making for an experience that will disappoint city builder veterans and frustrate new users to the genre.

FULL VIDEO REVIEW - https://www.youtube.com/watch?v=F8ywzWNRYbk

FULL WRITTEN REVIEW - https://www.thevrgrid.com/cities-vr/",Apr 29 at 2:15 AM,3, 118,"Thanks for taking the time to leave a review. We will continue to support the game with free content updates, feature additions and general improvements. If you have specific request, you can visit our Issue/Feature Tracker and log those requests here: https://feedback.fasttravelgames.com/cities-vr"
2022-05-27 21:24:20.614531,dracomike,Excellent but..,"This game is awesome so far. But no speed control just pause and unpause. It makes it hard to give it 5 stars. Also I thought I would be able to walk around the city as if I was a little citizen. You can get close to street level but you are never really like a person size and you never get the feeling you are walking around your city. Other than those minor critiques the game is awesome

Edit: so I take it back there is a speed control but it's clunky. You have to swivel your arm left to bring up the menu. Then if you hold the left joystick all the way to the left and wait it changes... But it's not intuitive and doesn't seem to work consistently. The speed control needs to be improved somehow it's essential to city builders so it doesn't become boring",Apr 29 at 8:09 AM,4, 110,"Hi, great to hear you like the game. Regarding the speed control, you should only need to hold the left stick down and it will send a vibration as it goes through the different speeds. Tapping it will play/pause. Can you give that a try and if it does not work for you, log this issue on our Issue Tracker here so we can investigate: https://feedback.fasttravelgames.com/cities-vr"
2022-05-27 21:24:22.649020,Devedander,It's Cities Lite - with a splash of VR,"The spirit of Cities Skylines is definitely here with most of the familiar options and gameplay.   If you want a fun city builder in VR it's definitely there, but if you are a hardcore Skylines PC or console player, there's probably not a lot here to get value from.  

Unlike Super Hot FTG did not transform their game by making it VR.  In fact they missed quite a few opportunities to take advantage of the format.  For example roomscale movement is oddly scaled and you can't zoom in down to street view (basically you can get down to roof view) taking a lot of potential fun away from seeing the city as if you were a person in it.  

Overall it feels kind of like the Switch where ""Yup it's Skylines"" but other than being mobile it's nothing new.  Here you access it in VR, but it's nothing really new and it's scaled back in a lot of ways.

The graphics have been severely scaled down, and while they do their job well don't expect to be wowed by the presentation.    Pop in and low quality textures abound but never stop you from understanding what's going on. 

The controls are functional but could use some refinement.  There's a bit too much digging through layers of menus and the control wheel are way too small.  That said you quickly learn what does what and it isn't much of an issue after the first half hour or so. 

This game is best played seated both to save yourself from having to look down too harshly and  I feel like they scaled movement when zoomed out so 2 steps is 2 game world steps where when zoomed out it should be a mile. 

The sound is great, the Skylines soundtrack is there in all it's glory and the city sounds are familiar. 

Overall I think this game has a lot of value for those who are new to city builders are casual Skylines players.  But hardcore experienced players may find there's not much new here and a lot missing especially with the 1 tile limit.

That said give the 2 hour return window a try - you will know quickly if you love it or hate it.",Apr 30 at 1:51 AM,4, 37,"Thanks for taking the time to write such a thorough review! We will continuously improve the game with free content updates, feature additions and general fixes, and if you want to you can also visit our Feature/Issue Tracker to log your own request or vote on requests already submitted: https://feedback.fasttravelgames.com/cities-vr"
2022-05-27 21:24:26.822178,xSebo,Brilliant VR edition,"After sinking countless hours into Cities skylines on my PC, I was ecstatic upon hearing that it was to be coming to quest.

I downloaded and played it non stop for 5 hours on release, and it's amazing! The feeling of playing god and managing your own metropolis from this perspective is incredibly immersive!

The only qualm I have is the lack of features compared to skylines, but that is to be expected for something that has to run on a quest, and furthermore, free updates have been promised which is something I love to see!

One of the smallest additions I'd love to have that skylines has is the ability to raise and lower roads, but again this game is still brilliant, and I would highly recommend it!
EDIT: Looks like that's already in the game!",Apr 29 at 9:08 PM,5, 18,"Thanks for leaving a review, we're happy to hear you like it! Regarding the roads, you can indeed raise and lower them! When you have a road selected, simply hold down the right grip trigger and raise/lower your hand/arm. Please give that a try!"
2022-05-27 21:24:28.866335,Nikeetz,Not for me,"Controls weren’t that intuitive. They felt janky and yikes - the graphics are horrible imo. What frame rate is being used? It feels jittery and really dull looking. Maybe I didn’t get far enough but I expected more from a studio like FTG. I’m refunding and I’m going to wait for little cities and hope that’s better.

Also why not 3 view modes - getting down closer to street level is important. And don’t tell me it’s impossible. Deisim allows free movement within the world.",Apr 29 at 3:34 AM,1, 30,"Thanks for your review, sad to hear it was not for you! The frame rate is at a stable 72fps and regarding getting closer to the street level, this is indeed something you can do in the game! You can visit and watch your cities come alive from really close up:-)

Street level view can for example be seen in this video: https://youtu.be/7779PRJs2ZY?t=138"
2022-05-27 21:24:30.897025,SharpAttorney77,Cities Skylines at it's most basic.,"I have spent about 2 hours in the game so far, it has crashed once in that time. It is cities skylines at it's most basic, there's no upkeep costs for roads and the maps are very small (only 1 tile). But due to this everything is scaled to fit within the 1 tile. It's very easy to make money and is, ad the developers say, a very good introduction to the series. Graphics wise; you can tell it was made for the quest however it does have people walking around and makes the whole city feel a whole lot more realistic. A few things I wish they would add are: Autosave feature and options to have a more realistic experience (pollution from industry and upkeep costs for roads).",Apr 29 at 5:54 AM,5, 16,"Thanks for taking the time to leave a review, we are so happy to hear you enjoy the game! We will keep supporting it with free content updates, feature additions and general improvements. If you have suggestions, like the autosave feature and the request to have a more realistic experience, please visit our Issue Tracker and log these suggestions there! https://feedback.fasttravelgames.com/cities-vr"
2022-05-27 21:24:32.938691,James,Just what VR needed,"A very special return to Cities! I used to play this game a lot on PC and I can say I haven't found a feature missing in this version, or at least it feels complete enough for me to play for hours on end. 

Excellent game for true sim building strategy fans, good work!",Apr 29 at 5:11 AM,5, 17,"Thank you SO much for sharing this, it makes us very happy and proud to read! More to come though, we will keep supporting the game with free content, features and general improvements!"
2022-05-27 21:24:34.971189,Gamertag_VR,SO FAR IM ABSOLUTELY LOVING THIS!,"🚨WANT TO SEE THE VIDEO THIS FEEDBACK IS BASED ON? Search ‘GAMERTAG VR CITIES VR’ on YouTube ✅ 

I spent between 2.5-3 hours in this today and I feel I’ve got at least 50% of the way through. The controls take some practice and I did the tutorial twice to make sure I understood but after that I was simply loving it. That time flew by. There’s quite bit to mange but you can manipulate time to help you. It’s satisfying in a way is hard describe and I’m looking forward to playing more ASAP!",Apr 29 at 2:56 AM,4, 30,"Thanks for taking the time to leave a review, great to hear you like it so much! The tutorial is being improved in the first patch, and we will keep supporting the game with free content, features and improvements!"
