scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 12:03:04.486691,hargisss,Excellent!,"Paint with your fingers, paint with many brushes at once, paint by connecting your brushes to an electric drill, or put your canvas on the floor and pour the paint directly from the can. Splatter paint with your brush... Or hey just throw you're brushes at the canvas! Why not?

This takes me right back to my childhood, when I just had fun making a mess with art utensils and didn't worry about whether I was doing it right.

I have purchased every painting app for quest. I love all of them. The other apps are about achieving an authentic painting experience. Kingspray is about feeling like Banksy. Vermillion is about finding your inner Bob Ross. Painting VR doesn't get hung up over any particular type of painting, or being realistic or authentic. It's all about play and experimentation and freedom.",Apr 15 at 11:37 AM,5, 114,You have a great way of putting things in perspective! Thanks! Enjoy splattering!
2022-05-28 12:03:04.518829,GRNKRBY,Fun But Could Be More Accessible,"Tried a bit of Painting VR tonight. It's definitely a fun sim, but it's got some stuff that I don't like. I will be comparing this to Vermilion a bit.

Where Vermilion is really accessible (you can move around the height of your paints, you can have every brush and erasing tool lined up to your side to be useful and at a height you want), Painting VR is janky and helter skelter in terms of what you can and can't manipulate. Like, instead of a rag to clean stuff, you have two objects: A sponge that cleans the canvas and a can of water that cleans the brushes. The sponge can easily fall to the floor every time I try to drop it somewhere helpful, and the can of water can not be placed on any shelf (as far as I can tell). So every time you want to clean your brush, you have to either pick the can up from the floor or do a full on squat to dip the brush in the can. In Vermillion, you don't even need to use the cloths to clean your brush, you can just tap a button to clean them. There's a space to place some brushes and tools but it's behind your easel (like not even that close to where your easel is to start). And it's a fairly solid structure, again, not like the easily accessible and stable brush space in Vermilion.

You can put your painting on an easel, on the floor, or on the wall. You can further change your painting from portrait, landscape, to square, you can rotate the painting, and even change the width and height pretty fully (to absurd degrees). I need to figure out if there's some kind of ladder or flying button cause your painting can become so giant that you can't reach even halfway up it standing on your tip toes.

It has a lot of variety in the tools (not as much sim as Vermillion though; it has more ""fun"" brushes and tools), but I think more professional style brushes would be welcome. There's a lot of customization in terms of smudge, color mixing, and thickness of the paint, but I think it can get confusing a bit for noobs (cause what exactly does 1.0 mix mean vs 0.5 mix vs 0.2 mix mean? What's smudge mean?). Color mixing itself is also not too simple on the pallet that they give you, this too tiny white board of 7 or 8 very basic colors that you do need to clean off with the sponge (again, be nice if you could use a button to reset the pallet). I think there was green, yellow, white, dark blue, light blue, red, orange, and black. I don't believe there was purple in there or any other crazy colors. There may be another tool I'm missing, so I'm still learning.

So far, I'd say my favorite tools are the roller, the little dollop brush that you can splash paint and water around with, and of course the magnet drill which allows you to MaGyver as many paint tools together as you want seemingly (I had two paint cans and two brushes attached to it, and it worked fine). I think most folks gonna have fun just slapping the canvas with paint making Abstract color art. One paint tool is so nasty though, this gigantic flat brush that makes the most gross noises when you scrub it on the canvas. xD

There's also a giant ace space for your painting, but I don't quite get that (I think there is a way to have multiple paintings out at the same time, but I haven't figured that out). You start in a giant empty skate board park studio space. Just feels a little dead. I think some kind of radio could be nice too (there is a Web Browser in game, maybe your supposed to use that to find music to listen to while you paint). I also wish you could paint the floors and ceilings (even if not permanently, just have some effect on your space briefly, that'd be kinda fun).",Apr 15 at 4:44 PM,4, 40,"Hey! Thanks for your review. You can also control the height of your painting, so no need to stand on your toes :) Maybe it's a good idea to join our Discord. A lot of helping users there, and we're on there as well. 

The big space will make more sense soon :) 

https://discord.gg/2xTshCTAMM

Greetings, 
Wim"
2022-05-28 12:03:04.550693,bimbi_man,Rating: 4.96/5,"Rating - Painting VR
Replay
I 🚫I play this everyday for hours
I✅l play a few days a week
I🚫l play once a week
I🚫l play once a month if bored
I🚫l played this game once

Graphics
I✅ This is real life!
[V] 🚫Looks pretty real
[] 🚫Looks alright
I 🚫Looks not good
I 🚫These graphics suck dude

Difficulty
I 🚫Very easy
 ✅Easy
IV] 🚫Perfect *
I 🚫Difficult
🚫I So freaking hard",May 1 at 1:11 PM,5, 16,"Nice, thank you! And enjoy painting!"
2022-05-28 12:03:04.580109,BlackBoxParadoX,Beautiful application,"The application its wonderful.
If possible i would like to suggest to add to the application, a way so we can fly, so we can paint easier in the case of bigger paintings, to export a file in bigger resolution, let us use color picker tool in the web navigator, better color mixing when a shader between colours in tools.

Thanks",Apr 15 at 7:50 AM,5, 21,Noted! Thanks! Enjoy painting.
2022-05-28 12:03:04.610958,JahJahflash,"AMazing App, Just a little patience","Updated - Since my first review-- the App was in beta.. now every little glitch is fixed for me.. I LOVE THIS PAINTING APP!! The file sizes are bigger than.. There are so many many ways to paint and you can get a lot of details on the canvas. I am a professional artist. This is an amazing app.. you just need a little patience to get used to moving around and making tools bigger and smaller, etc..The quality you can produce and the feeling is very cool. I am a pro artist who exhibits internationally .. get this app... There are some new tutorials now!   I love the idea of making paintings again without stretching canvas and paying for paint!! I am thrilled with most of my work that I have produced on this app.",Apr 17 at 5:51 AM,5, 8,Woooohooooww! Thanks for the nice words!
2022-05-28 12:03:07.783844,Kaimalin,tell me why...,"Ain't nothin' but a heart ache, tell me why? Ain't nothin' but a mistake! Tell me why I don't ever wanna hear you say! ""I WANT IT THAT WAY""",Apr 16 at 3:36 AM,5, 32,"What a voice! :) 

Thanks for the stars!"
2022-05-28 12:03:07.814368,SketchCat,Discord will answer your q’s in 10 min,"After seeing how amazing the discord community is this gets the extra star. Now I know some of the features in the intro have yet to be released because they aren’t quite perfected. Also, for color mixing hold the upper button on the face of the controller to send a beam out that eye drops the color it touches on the brush/can of paint but the brush MUST already have paint on it (otherwise it eyedrops to no medium.) I also learned the tool test in front of the easel is the stick you can attach to the drill as in the video. You can also attach brushes to the small side of the palette! Physics are so much fun, let the paint flow!",Apr 19 at 10:09 AM,5, 5,"Hey! Thanks for your review and the stars. The functionality to hang your paintings in your studio, unfortunately, didn't make the launch version yet, but will be coming soon in the next update. 

If you want to find out more about the app, or learn some tips and tricks, I suggest you join our Discord. Here's an invite: 

https://discord.gg/2xTshCTAMM

See you there!"
2022-05-28 12:03:07.849427,manucmm,I CAN'T BELIEVE THE ACCURACY,"I'm a digital painter and my mom is a traditional painter. I've always loved digital painting beacuse I hate how expensive paint can be sometimes, you need more space, you need to wash your stuff, be in a ventilated space, etc.  But I do love the feeling of traditional media, it's relaxing and for my mom that's what digital art lacks off. I made her try tilt brush, she found it fun but nothing more than playing just a couple times, I don't use tilt brush that much either, I prefer quill but I mean I've spent more time on tilt brush than my mom did. But THIS IS REALLY THE MEDIUM POINT, it's unreal how easy and accurate is to draw in a canvas with this, without needing to much physical space, without staining anything, I'm really impressed! I don't know... if headsets weren't so heavy this would probably replace my Cintiq (I mean probably not because I love my Cintiq but I just want to point out how good this app is) MY MOM LOVES IT! She is demanding a Quest 2 for herself lol I mean it is more portable than a graphic tablet, and you have a whole studio, I'm so excited haha",Feb 22 at 11:01 AM,5, 55,Great to read this! Thanks a lot!
2022-05-28 12:03:07.878818,yeetedsavvy,LITERALLY AMAZING??,I didn’t think it would be so accurate and so realistic until i tried! it’s so amazing how the brush strokes are so smooth and the spray cans are amazing! as an artist i reccomend this so much!,Apr 6 at 8:55 PM,5, 18,
2022-05-28 12:03:07.909387,anitapita,They lied about the refund,First of all  there is no undo button.  So if you mess up you have to start again with a new painting cause you can't undo your last step.  And the brushes always end up across the room and it is so unorganized. I had it for a week and asked for a refund and they denied it although they say they will refund if you have it for up to 14 days. And I know I wasn't on it for 2 hours. So I guess they lied about that.  Not happy.,11 days ago,1, 1,"Hey there. Sorry to hear you had this experience. We do have an undo/redo function, it's in the little pie menu. And we're not the ones deciding about the refund. If you join our Discord community, we can help you find your way. 

Here's an invite:

https://discord.gg/2xTshCTAMM

See you there?"
