scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-27 21:23:03.966234,KarmaMole,Mediocre Low-Effort Port!,"Considering how long ago BlazeRush came out on PCVR, we'd expect a lot more from a Quest port in 2022, especially when an older Quest game, Mini Motor Racing X, offers so much more. It's hard to believe the developers took a look at what's already available before releasing this port. The menus look like they're from the 1980s, but my biggest gripe is the absolute lack of camera and control settings - that is just unforgivable. Half the time you're racing towards your own view, so you can't see where you're going. If you want to watch our first impressions video, search YouTube for 6DOF Reviews! Very disappointing!

Edit: I appreciate the dev's response, and really hope they consider adding some camera options and some extra steering options. MMRX allows an in-car camera, a follow camera, a fixed camera, and several angles of top-down camera, and it also has (at least) three steering options.",14 days ago,3, 31,Thank you for your feedback. We will definitely watch your video and take into account your comments
2022-05-27 21:23:05.999057,Gamertag_VR,Fans of Micro Machines will love this!,"🚨NEW VR GAMEPLAY VIDEO🚨 
 SEARCH ‘GAMERTAG VR’ ON YOUTUBE👌

I was a massive fan of Micro Machines back in the day and now it’s come to quest I’m super happy with this port. 8 player online or 4 players local and the top down view is cool. If your looking a fun arcades style VR racer you can’t really go wrong with this",15 days ago,4, 20,Thank you for your feedback. We are glad that you liked our game
2022-05-27 21:23:08.044028,SchemingDemons,"Addictive, Brutal Deathrace!","Childhood me would’ve dropped so many quarters into an arcade machine like this that I can’t help but feel like I’m getting away with theft at this price point!  I just want to keep playing.  If you like the look of the game, you’ll love playing it.  Great weapons, great vehicles, great tracks, great game.  I adamantly disagree with the suggestion that this game should have other view options.  This is a particular type of racer that requires this camera angle.  Anything else wouldn’t be practical.  Do yourself a favor and buy this, you’ll be happy you did.

EDIT:  The only thing this game needs is a replay camera.  I’ve had so many amazing last second wins and out maneuvers that having the ability to watch them again on a replay cam would be most appreciated!",11 days ago,5, 7,Thank you for your feedback!
2022-05-27 21:23:10.097557,GTHobbes,Awesome game,"I too almost didn’t buy this because of the 6Dof review but then pulled the trigger based on the user reviews I’d seen here.  Great game.  As a fan of mini moto racing, this is Exactly the game I’ve been looking for.  It’s new, different, great looking and a whole lot of fun with a bunch of content.  Feels like a steal at this price, too.  A+",13 days ago,5, 7,Thanks for the feedback. We are glad that you liked it
2022-05-27 21:23:12.139010,Nerdburglar,A blast to play!,"This game is like Anki Overdrive or toy cars come to life. For $15 your getting a pretty fair amount of content and when you include just how endlessly replayable it is, the game feels almost like a steal! It’s just so much fun!!! I really wish the online was more popular though. It’s a shame this isn’t getting much attention because it’s really a blast! I’m very confused by the 6DOF review here because this game is awesome! It may feel a little bit dated, but through and through, the game is an utter blast to play!!",14 days ago,5, 6,Thanks. We are very pleased
2022-05-27 21:23:16.321911,Radiorunt,Great Game,This is a great game and highly recommended.   You will not be disappointed with it.  I used to own this on the GO and PCVR and it looks better and plays better then the PCVR version.  If you have never played Blaze Rush and you must pick this up.,14 days ago,5, 11,Thank you for your feedback. Thank you for loving our game!
2022-05-27 21:23:18.375173,Skyhawk613,Brilliant!,"Update: 
Developer's please take note;

* Rocketroll mode; in some vehicles the screen goes white when shooting the missile and needs to be fixed please.

* The Blaserush banner show's  black and blocky in the left eye in the menu screen room.

All I suppose will be fixed in an update soon hopefully.



Great old school racing & carnage fun!
Love it the new Star Trek track!
 Five stars from me!
🌟🌟🌟🌟🌟",13 days ago,5, 5,Thanks for the comments. We will try to fix them
2022-05-27 21:23:20.420278,coralfields,Just fun.,"Yeah, the graphics are not the best available on Quest and perhaps the port would have benefited from some additional care, but this is just so much fun, especially in multiplayer with friends. I don't think every VR game should implement the first person view, in fact the VR effect here is simple but super effective and makes the game so comfortable.
If you like some straightforward old school multiplayer arcade racing game this is the best option in my opinion.

P.S. Devs please consider to release it in the Oculus PC store too with crossplatform play, we played it among friends for months and now the ones with the Rift are cut off with this new version.",12 days ago,5, 3,Thank you for your feedback. We will discuss your request with the developers
2022-05-27 21:23:22.482623,stormshadow612,Great overhead combat racer,"Pros:
Visuals
Handling
Weapons 
Tracks 

Cons:
No voice/player chat

No camera options to zoom in and out 

Not being able to hear players reactions in the game is disappointing.  Not having that is not understandable.  Hopefully there’s Party Chat at least. So you can talk to friends when playing.  
The camera is too close to your face. It’s hard to tell what’s in front of you. When the cars are coming at you. Needs to be zoomed out a little more. 
Having Hazards on the track would make the game more fun and tense. Like spikes popping up or tornadoes
or slime areas or Ice patch’s.   
We need more nite time races. The weapon effects look incredible at nite. 
The game is awesome otherwise. 
5 stars once they add voice chat. 

We at least need party chat. If it’s not available. So we can talk to friends while playing.    A game like this needs this option. There’s no excuse not to",11 hours ago,4, 3,Thanks for the feedback. We will think about voice chat
2022-05-27 21:23:24.526213,Zedisnotdead,Lots of fun,I almost didn't pick this up because of the 6dof review ....I am also not sure why they gave it such a poor review. Each and to there own I guess but I for 1 am having a blast. Good job devs,13 days ago,4, 5,Thanks!
