scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 16:52:15.882156,jackie.li.1044,Real is not always good,"Don't like the sudden close-up view of a tyrannosaurus. How to skip it?  Is there more after it? 
Also hate to see the zombie whenever back to homepage.",Mar 11 at 8:24 PM,3, 3,
2022-05-28 16:52:15.899110,Hurricane501,The toppest graphic quality u ever see,"I wish the rest of the VR games/applications used this engine or this technology; it's extraordinry. The graphic seen in this part will not be experienced in 99.9% of other applications you are about to see! 
CON: Too short and it has some very low quality qraphic mixed",Oct 16 at 9:28 PM,5, 17,
2022-05-28 16:52:15.913073,28111600,to short to play,to short to play,Sep 30 at 5:48 PM,5, 4,
2022-05-28 16:52:15.933020,Squid3958,Terrific intro to VR and I still use it,"Latest update has added some great new scenes. This is a really well done intro with all of the various environments, as short as they are, they are superb.","Apr 8, 2021 at 8:26 PM",5, 12,
2022-05-28 16:52:15.953964,lenny.helbling,AWSOME,AMASING GOOD FOR CALMING,"Apr 30, 2021 at 6:31 AM",5, 2,
2022-05-28 16:52:19.057663,Swedishcarguy,Great game,A great introduction to vr.,"Feb 15, 2021 at 8:25 AM",5, 3,
2022-05-28 16:52:19.072623,CaptainScarlet,"I want to like this app, I really do.","Firstly I've been a long time (on and off) user of this application. By this I mean I've seen it go thru numerous versions and the experience is always the same. When it works well it merits 5 stars and when it doesn't it gets 1 star (thus the average 3 star rating).

About a month ago it was running flawlessly and then in what seems to be the developers' SOP (standard operating procedure) they do an update that renders it either very frustrating or useless.  The latest update seems to have done the latter. Although I hear sound in my environment or people around me I get no sound from any video I watch (and yes, I have installed the audio driver Bigscreen asks me to install).  :(

However, I still have hope that the problem will be fixed. It definitely isn't as bad as a version from early 2018 that was so broken I unistalled the application.

C'mon devs give me a reason to love this app again.","Jan 5, 2020 at 3:08 PM",3, 18,
2022-05-28 16:52:19.088580,Tlozzi,Oculus WORST Customer service ever!!,"Oculus WORST Customer service ever!!

Game is terrible because my Original Oculus Rift is broken. Cable broke & Oculus support will not replace or even sell me a headset cable. Now I have a $500 paper weight!!!","Jul 29, 2020 at 12:08 PM",1, 33,
2022-05-28 16:52:19.103540,xxTiamatxx,Awesome!,T-rex was great!,"Sep 19, 2019 at 7:32 AM",5, 3,
2022-05-28 16:52:19.118500,A-Jey,Nice for first experience,"This is a good demo to show others as an introduction to VR.
There's no controls in the scenes, just look around and enjoy.


(Played with HTC Vive Cosmos on ReVive)","Oct 21, 2019 at 12:14 AM",4, 8,
2022-05-28 16:52:22.216214,vincentfu,only 4 scenes?,I had the full version for over a year now but whenever I run it these days it only shows 4 scenes intead of 10.  How do I get it back to the 10?,"Jun 3, 2019 at 7:48 AM",4, 98,
2022-05-28 16:52:22.230177,pbarahona,Great Demo but broken?,This is one of the best VR Demos to show off. But for some reason it only loads the last three scenes in the latest release. PLEASE FIX IT!,"Jun 1, 2019 at 4:32 PM",4, 8,
2022-05-28 16:52:22.244140,mark garroutte,The best introduction into vr,"The T rex is epic,whole experience is fantastic","Jul 29, 2019 at 7:52 AM",5, 3,
2022-05-28 16:52:22.259100,GreenbanditMZrider,Guardian System Partially Ignored,"This should have been an excellent demo to show off VR to guests, but the Guardian System is not working.
The headset position is tracked but the position of the hand controllers is ignored. I realise that you do not need to move your hands around to get the demo to work but that's not the point. Having half the Guardian system not work is not good. I know it is a free demo, but even ""free"" should not be dangerous. If the hand controllers are to be ignored, then a Health and Safety warning at the start of the demo should say so.
Please fully implement the Guardian system because this could easily be made excellent.","May 25, 2019 at 8:07 PM",2, 7,
2022-05-28 16:52:22.274060,TTULibrary,Great Starter!,This is a great introduction to VR.,"Jun 3, 2019 at 10:07 PM",4, 2,
2022-05-28 16:52:25.360804,broke123,More please,"Come  on we want more, tease","Feb 15, 2019 at 10:49 AM",4, 7,
2022-05-28 16:52:25.375764,Triskilia,Try it out!,Anyone new to VR should have seen Dreamdeck at least once. It's a great experience and it's free.,"Jan 23, 2019 at 10:34 PM",4, 3,
2022-05-28 16:52:25.390724,Cavey74,A great first VR experience,This is a great way to introduce people to the world of VR and the possibilities that it offers... but maybe steer nervous folks away from the T Rex.,"Dec 6, 2018 at 1:58 PM",5, 5,
2022-05-28 16:52:25.406681,MarkRushow,thoughts,great for showing off VR to newbz,"Dec 25, 2018 at 2:04 PM",3, 7,
2022-05-28 16:52:25.420644,RaumKraehe,great to show for first starters.,"yes there is a bug so be cautions. The guardian system did not regocnise your touch controlers, but only the head. but if you figure this out its maybe to late. ;)

And its free. :)","May 31, 2018 at 3:53 AM",5, 17,
2022-05-28 16:52:28.535313,Kanashimo,Dreamdeck,sick it worked well just fix that bug!,"Aug 9, 2018 at 5:36 AM",5, 1,
2022-05-28 16:52:28.550273,hebertecb,Amazing experience!,Amazing experience!,"Jul 22, 2018 at 9:53 AM",5, 4,
2022-05-28 16:52:28.565233,ceoroyalt,Nice upgrade of the demo,"This app shows it all, must have!","Jul 1, 2018 at 11:10 PM",5, 2,
2022-05-28 16:52:28.589169,Nordri666,Excellent intro to VR,"Showed it to my parents and they loved it! It's free, folks.","Feb 22, 2018 at 6:44 AM",5, 6,
