scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 16:50:40.609975,bolbolegypt,only introduction is playing,"Hi
it is only intro is playing and stop saying reply or exit .. is this is only on app .. almost 2 GB for intro ?",Dec 26 at 1:25 PM,1, 0,
2022-05-28 16:50:40.627927,Swedishcarguy,Great video,A great way to realize what vr is capable of.,"Feb 15, 2021 at 7:32 AM",5, 8,
2022-05-28 16:50:40.642887,julian.hettich.92,Very Impressive Visuals!,This short experience is a very very good introduction to Vr in combination with the Oculus Dreamdeck and the other tutorials. The shown Visuals are incredibly impressive. Definetely recommended!,"Nov 25, 2020 at 8:16 AM",4, 9,
2022-05-28 16:50:40.656849,Warthog175,Not All That,I am new to the VR world and found this to be a sort of entertaining.  It did show me some of the possibilities that VR will offer but with the video being less then quality. The biggest disappointment was the fact that the audio track was totally out of sync with the video and hearing things during one scene that belong in an upcoming scene. This was a total turn off of the enjoyment of learning what VR has to offer.,"Feb 23, 2020 at 8:45 PM",2, 13,
2022-05-28 16:50:40.671809,ScooterCooter,Too bad more of VR isn't as good as this,Felix and Paul make some of the best VR. I hope they keep up the good work.,"May 26, 2020 at 11:48 AM",4, 6,
2022-05-28 16:50:43.806425,Satsumomo,Best 360º video demo,"I see a lot of complaints about this being ""just youtube VR"" but that's patently false. At least with a Rift or Rift S, this looks WAY better than anything on the YoutubeVR app. 
Higher resolution and higher framerate makes this look much more realistic, and the 3D effect is very noticeable. Definitely recommend to have a benchmark on what 360º video should look like.","Jan 17, 2020 at 7:04 AM",4, 6,
2022-05-28 16:50:43.821385,D0NIC,Low Quality 360° video,"This is just a 360 degree video in poor quality. Even my free VR porns have better resolution.

This could be sooo good if this would be in 4k, 60 FPS.","Jan 7, 2020 at 5:40 AM",2, 15,
2022-05-28 16:50:43.836346,CinemaLeo,Great... but technical issues abound,"This was a great short video encompassing many of the values of vr - ability to travel, experience and become immersed in fantasy or reality.

However throughout I experienced bizarre distortions (stretch/squash) in the image when moving my head, resulting in a slightl;y nauseating experience (and I am quite experienced with VR, so this was a surprise!)
Secondly the audio appeared to be completely out of sync for the length of the film. Finishing about 30 seconds early. As there are no settings and no menu to even press play, I could find no way to resolve these issues.","Dec 29, 2019 at 10:02 PM",2, 2,
2022-05-28 16:50:43.851305,Calx9,God aweful quality,Worst quality VR I've ever downloaded so far. I do not recommend as this can severe turn someone off from VR permenantly.,"Jan 8, 2020 at 8:41 AM",1, 2,
2022-05-28 16:50:43.866265,Skeeuk,Great Introductory Video,great video to introduce someone to VR wish the video was a bit clearer but then again im using a DK2 development VR kit,"Aug 14, 2019 at 12:36 AM",5, 2,
2022-05-28 16:50:46.966972,derMabu,awesome,this made me cry just a little bit. thank you,"Aug 16, 2019 at 7:15 PM",5, 2,
2022-05-28 16:50:46.981932,jacoboren,Who Know what camera was used here?,"its amazing, beautiful images,,","Jul 26, 2019 at 12:16 AM",5, 3,
2022-05-28 16:50:46.996892,A-Jey,Short but beautiful,"This is a very short presentation but well made and a great showcase for guests.


(Played with HTC Vive Cosmos on ReVive)","Oct 22, 2019 at 12:41 AM",4, 2,
