scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 15:54:22.257823,dz1000,Mindblowing,"Graphics are amazing.  One of the most memorable experiences I have ever had in VR.  

The only downer is that the maps where I live are several years out of date and some less populated areas don't look as good as they should and are missing the street view data even though it is present in the flat screen version. 

I am not going to deduct points for these shortcomings though as the overall experience is still mind-blowing on Quest 2.",25 days ago,5, 16,
2022-05-28 15:54:22.272782,TenTonTITAN,You CAN play this on your Quest / Quest2,"Just plug your Quest into your PC using the USB cable (or a longer one off Amazon) and when the notification to enable Oculus link comes up, just click 'yes' and now you're in Oculus Home and you can play any PC game you want, including GEVR. If the notification doesn't come up, just open your quick settings in your Quest and ""Oculus Link"" will be one of the options. Right now it's the big square on the right.

REVIEW:
After 5.5 years - Google Earth VR is still hands-down my fav app. You want content? Try the ENTIRE PLANET. I visit Japan on a weekly basis and spent 100's of hours there and found so much cool stuff - but still haven't even scratched the surface. I really wish Google would do more with this but even if they don't, it's still incredible and will never get old.",Jan 2 at 3:51 AM,5, 204,
2022-05-28 15:54:22.287743,11x3k,ON ANOTHER LEVEL,"BRO WHEN I SAY IM IMPRESSED IM IMPRESSED, I WAS IN LA AND NEW YORK AND IT WAS ACTUALLY LIKE I WAS THERE. BRO THIS IS INSANE GET THIS RN!!!",Mar 17 at 10:28 AM,5, 19,
2022-05-28 15:54:22.302702,Yaivan8,Amazing.,I got emotional.,24 days ago,5, 4,
2022-05-28 15:54:22.317662,karmabase,Nice alternative to travelling,To me this is like a relaxing flight sim.,Apr 30 at 2:14 PM,5, 3,
2022-05-28 15:54:25.439313,flaskhalsvmorka,20 minutes in Review,"I have only played a few minutes but I am reviewing this based on my technical experience so far.

I have had 0 technical problems, the game looks better than the original and the frame rate is better than the original on the same machine.

I am running on a fast computer bought before the release of the RTX 30X0 series, I have a 2080TI, a fast CPU and a fast SSD.",Nov 26 at 3:08 PM,5, 57,
2022-05-28 15:54:25.454273,Propheus,must have..,very usefull and an amazing experience...,Feb 16 at 1:09 AM,5, 8,
2022-05-28 15:54:25.469233,Camilo Madrigal,its cool but better so yeah,the google world is so cool,Mar 26 at 8:55 AM,5, 4,
2022-05-28 15:54:25.483195,CAPTPaxo,Not what i expected,I was expecting google street view like the desktop app has but its not its a handfull of pictures.,Feb 7 at 11:36 PM,1, 2,
2022-05-28 15:54:25.497158,gloriahappy,keeps  saying no connected photos,"I think I will  get the wander, this is not working for me, keeps saying no connected photos near by, and that sucks",Jan 15 at 4:44 AM,1, 3,
2022-05-28 15:54:28.600857,Raimes,Stunning,This is one of the most stunning experiences I have ever seen.,Jan 19 at 9:50 PM,5, 2,
2022-05-28 15:54:28.615817,brynyard,"Probably nice, if it could possible run?","It requires touch controllers, but the Quest 2 touch controllers can't be used for some reason? Won't tell any details (probably because that might be helpful), it just says its a ""generic HW issue"".",Apr 26 at 4:52 AM,1, 0,
2022-05-28 15:54:28.630777,vikcheb,Google Earth,This is the killer app of the metaverse,Dec 18 at 12:39 PM,5, 12,
2022-05-28 15:54:28.645737,Relzoid,5/5,"I was hesitant to get this app at first since I thought it would be boring, but this is honestly an amazing app wich I could easily spend hours in.",Apr 22 at 1:53 AM,5, 0,
2022-05-28 15:54:28.660696,harperpearce,looks good but not,so when it says click to have a welcome expericece i click every button on my controllers and  wont load evern tried clicking on PC still woudlnt load please fix this thank you,Apr 18 at 4:14 AM,2, 0,
2022-05-28 15:54:31.743451,achdf,perfect,"this is simply amazing, this is what vr were made for",Jan 3 at 1:03 AM,5, 3,
2022-05-28 15:54:31.757414,CooloCoopy,Quest,"Absolutely unbelievable, wish there was an oculus quest version",Oct 20 at 3:20 PM,5, 103,
2022-05-28 15:54:31.771377,DAL97,I don't know how have they done it,"I don't know how have they done it but it runs amazingly well, considering that the original Google Earth for Windows has terrible performance",Apr 9 at 5:03 PM,5, 0,
2022-05-28 15:54:31.787334,Ivandl4,NOT INSTALL,I do not let me install it someone can help me please,Dec 12 at 5:30 AM,5, 5,
2022-05-28 15:54:31.803292,fretchick25,GOING ON VACATION EVERYDAY,"I YELL IM GOING ON VACTION SO DON'T MESS WITH ME. IT'S LIKE THAT SCENE ON MARRIED WITH CHILDERN WHERE AL IS SETTING ON THE COUCH WITH LUGGAGE BY HIM AND HE'S ROPED OFF BECAUSE HE IS ON VACATION IN HIS MIND AND NO ONE IS TO TALK TO HIM UNTIL IT'S OVER. IF THEY CHANGE THE MUSIC , THEN I WILL NEVER USE IT AGAIN. THE MUSIC IS WHAT REALLY MAKES IT RELAXING. I HATE WHEN PEOPLE HAVE A GOOD THING BUT CHANGE IT ANYWAY NOT THINKING THAT A TON OF PEOPLE ON UTUBE SHARE IN MY LIKE OF THE MUSIC .  bUT WELL DONE GOOGLE EVEN WITH THE BUGS THAT SHOW UP FROM TIME TO TIME BUT WHO CARES.",Aug 22 at 10:31 PM,5, 75,
2022-05-28 15:54:34.900009,kbear8,Amazing value,Go anywhere and see anything. And best of all it is free. You can’t beat it. This is the app of the app. I just wished that this is available on Quest 2.,Sep 11 at 10:37 PM,5, 60,
2022-05-28 15:54:34.915966,price_kelley,The best software of all softwares,"You can spend your life traveling the globe or see it just as well in VR and get bored in under 3 hours by thinking youve seen it all. the work that goes in to google maps is astonishing and WE are all lucky to have the ability of using it, there are so many purposes to its use and all for free, who in their right mind can knock Google maps VR for anything? maybe the low end hardware user or dial up internet user but thats the nature of streaming data and no fault of the devs. I hope in time all the areas that are 2d mapping textures now will grow in to 3d environments as with all of the most popular destinations around the world. I dont know if this is a thing but google should advertise for free contributors, I myself hold my own unpublished elevations of many buildings and sites that are shown in 2d texture within the maps, google should welcome and show to welcome input (from sketchup users would be easy to vet too). All in all THIS IS GREAT!",Aug 3 at 1:10 AM,5, 61,
2022-05-28 15:54:34.929929,dubskulls,blew me away,i highly recomend,Dec 24 at 5:48 PM,5, 1,
2022-05-28 15:54:34.943892,MICDSArts,i hate it,bad,Dec 17 at 3:20 AM,1, 1,
2022-05-28 15:54:34.958851,Dconstructed,It made me cry...lol,This is the best VR experience ever!!!!,Nov 8 at 11:38 PM,5, 5,
2022-05-28 15:54:38.051579,Dragos001,street view missing,"for some reason some street view spots are missing from the vr version
still good",Mar 7 at 2:19 AM,4, 1,
2022-05-28 15:54:38.065542,MelloHO,awsome,i love it,Mar 14 at 7:45 AM,5, 1,
