scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 18:41:36.001728,HarbingerThrace,Made me want to visit,"Really liked it.  It made me interested in going to Yosemite.  My only other comments are that I wish the visuals looked crisper and I wish we saw some of the other famous scenes at the park, including the Geysers and other cool things like that.  Other than that it was great and love hearing Obama <3","Jun 16, 2020 at 2:57 AM",5, 2,
2022-05-28 18:41:36.016688,Razadune,Doesn't work.,"I would have loved to have seen what this has to offer, but it doesn't run on my Rift S. It immediately crashes upon launching the app, with no error message or feedback.","Jul 20, 2020 at 2:24 PM",1, 11,
2022-05-28 18:41:36.031648,K1mmyy,Never seen it!,Downloaded twice but I can’t get it to load. App crashes after trying to load. Please fix. Sigh...... :(,"Jun 23, 2020 at 11:58 AM",1, 7,
2022-05-28 18:41:36.046608,rickinman,Stopped Loading...,"Loved the first time I saw it, and want to show it to my (VR-afraid) wife.  But now it won't load.??  Hit PLAY, either on my PC or in the game, starts loading, then quits.","Feb 16, 2020 at 4:26 AM",4, 6,
2022-05-28 18:41:36.061568,iamthevrhighway,Incredible. More like this!,A great feeling of being there with a great man.,"Feb 9, 2019 at 6:49 PM",5, 2,
2022-05-28 18:41:39.203165,Nikorasu,Amazing! But when will it be on the Go??,"This is incredible to view on my Rift, but until it comes to Go, I can't easily share it with family/friends from my home PC VR setup.. The Tour of the Whitehouse is on the Oculus Go, and that works great, my family loved seeing that! And they really want to see this one too, but I can't bring my Rift places..
PLEASE release an Oculus Go version ASAP! (I think it used to be available in some app on Go, but the internal link stopped working and was eventually removed. This should really be it's own App download, like the whitehouse tour!)","Nov 26, 2018 at 4:56 PM",4, 1,Through the Ages is coming soon to the Go 👀Keep an eye out!
2022-05-28 18:41:39.218125,I-M_BlackShaddow,Win 10 and it works.,"I have NOW installed a CLEAN NEW ORIG.  Win 10.

I am pleased to report that it ran almost faultlessly all the way through, including credits start to finish, with several exits to set view !!!

As a scenery view diorama it is very pritty.  As long as you have an attention span greater than a goldfish, you should not be dissapointed with the ""Movie"" content.

Makes me want to go see it.

However Dont confuse your Win 10 crashes with problems in this app.

I shall be recommending it.

----------------------------  orig  --------------------------------------------------
2 more updates, STILL SAME PROBLEMs !!!
I'm running in win 7 u ...  When I sellect START from any place, App, Home, Direct start, menus or links.  The Picture flashes up, and I am immidatly put back to Desktop-menu etc.  Are there some CODACs or somthing that are not standard?
I'd like to visit the parks!!!","Mar 15, 2019 at 12:16 AM",4, 1,"Hi I-M_BlackShaddow, Oculus recently updated the minimum Rift specs to Windows 10 - we think this might be the issue. If not, could you send an email to QA@felixandpaul.com explaining the issue and including your PC specs? Our team will be able to help you from there. Thanks!"
2022-05-28 18:41:39.233085,DonnovanBR,A great experience.,"Very well done, interesting, beutifull and moving. I liked the 3D/360 technology.","Oct 22, 2018 at 10:32 AM",5, 1,
2022-05-28 18:41:39.248045,nightcat.mau,"Beautiful, Educational And Moving","Going in you have to understand this format isn’t always crystal clear, but what is clear is the passion and respect it takes to preserve our National Parks for future generations. Take a tour of Yosemite and drink in the natural beauty that will leave you awestruck. I know they won’t read this, but it was gracious of the President to take time and for his family to give him the time away from them for filming. We need more of this in VR to educate people who may never get to visit a park as to why they are so important.","Aug 2, 2018 at 11:43 AM",5, 3,
2022-05-28 18:41:39.262008,buster126,Broken?,Title is not launching. It starts up for a second then just goes back to the home screen for oculus as if it was never launched.  Any fix?,"Aug 13, 2018 at 2:03 AM",3, 4,
2022-05-28 18:41:42.373685,adeogunab,,Excellent information about national parks.,"Jun 12, 2018 at 10:57 AM",5, 0,
2022-05-28 18:41:42.387648,GauldothA,Can't understand the high ratings,The video quality is pretty bad but that could also be due to the limitation of the rift headset. The content is mediocre at best.,"Jan 27, 2018 at 5:45 AM",3, 2,
2022-05-28 18:41:42.402608,RAM_BN0,Wonderful Documentation,"I personally don't like Obama. But this video was amazing. It was beautiful and all around great to watch. Its about a 15 minute video, its relaxing, and its great to see Yosemite. I've never been there, so it was like I was actually there with Obama","Sep 26, 2017 at 3:58 PM",5, 10,
2022-05-28 18:41:42.416571,ohgrant,Good 3D,As good as any 360 video I've seen.  A bit dissapointed in the video quality of all 360 videos I've seen. Guess I have to wait a few years for 360 cameras to evolve before the videos look like my Blu-Ray 3D movies look on an HMD,"Oct 13, 2017 at 6:09 AM",3, 1,
2022-05-28 18:41:42.430534,McGreagor,Wonderful Use of VR,"If you want to experience some of the best real life VR i've seen to date watch this. Even if you don't like Obama, doesn't mean you need to skip the beauty of one of of this great American national park.","Sep 19, 2017 at 10:23 AM",5, 2,
2022-05-28 18:41:45.530243,The_Jablonski,Very cool experience!,"I enjoyed it and, at times, it really does give you a sense you were there. Very nicely done. I'd love to see more of this kind of thing in the future.","Oct 1, 2017 at 10:18 AM",5, 0,
2022-05-28 18:41:45.544205,alan242,App needs to be fixed,"It crashes for me on two different computers. However, I found a work around. The player used in The People's House does work. If you copy/move the files from Oculus\Software\felix-and-paul-studios-through-the-ages-president-obama-and-the-national-parks-centennial-rift\nps\.Data\fnps\downloaded\Oculus\nps to Oculus\Software\felix-and-paul-studios-the-people-s-house-rift\who\.Data\fnps\downloaded\Oculus\who and rename nps.mp4 to who.mp4 and nps.fpxp to who.fpxp and then launch The People's House from Home it will play this National Parks video.","Jul 24, 2017 at 5:23 AM",1, 7,
2022-05-28 18:41:45.559165,iimeinnovation,Memorable and inspiring,Our best president in a generation reminds us of the amazing gift we has a citizens: our stunning national parks. I hope we don't do anything to jeopardize these invaluable land in the next 4 years.,"Aug 30, 2017 at 10:59 PM",5, 6,
2022-05-28 18:41:45.574125,SexySodomizer,,"Great video. 3D, 360 for anyone wondering. Would love to see more VR tourist stuff like this.","Aug 28, 2017 at 8:25 AM",5, 5,
2022-05-28 18:41:45.589085,pacxx03,,Beautiful! Donald never would do something beautiful like this! Thanks to the Obamas!,"Sep 11, 2017 at 12:40 AM",5, 8,
