scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 15:10:23.473582,Mannalla,Best vr fishing game,This game is great but it really needs to come to the quest 2.,10 days ago,4, 0,
2022-05-28 15:10:23.487545,save ukraine 🇺🇦 ,,Why not available  for the qeust two bruh it's good tho,Mar 7 at 5:18 PM,5, 0,
2022-05-28 15:10:23.502504,THICC_ST_NICK,is fun,"I just like it in gerneral. Just you, on a lake. The only thing is they don't update that much. I would also like to see a bit better graphics. Now my dream is that they add like new boats, and new lakes you unlock after catching a fish or sumething. Other than that, it's a great game! Definetly would recomend if you like fishing.","Jun 11, 2021 at 6:37 AM",4, 2,
2022-05-28 15:10:23.516467,sucui,need to play it,funnest game ive ever played very fun (kinda boring when your realing a really big fish for 5 minutes) but other than what perfect!,"Apr 6, 2021 at 1:31 AM",5, 3,
2022-05-28 15:10:23.531427,Name110,good but needs a recenter option,This game is a blast and so calming  but there is one problem that really messes with this game. Whenever I start the game i always have to go up to my desk to grab the fishing rod or steer the boat with bangs up the controllers. It would be a lot  easier if there was a option in settings  to recenter and put you in the middile of the boat. Sometimes when i start the front of the boat is facing my bed  which makes fishing impossible. If there is a recenter option that I donot know about please tell me.,"Apr 22, 2021 at 5:13 AM",3, 2,
2022-05-28 15:10:26.657067,FrostedLenses,I do wish there was more than one lake,"I love this game quite a lot; it's perfect for relaxing in VR. Most of the other games I enjoy involve quite a bit more effort to play.  
If you have a swivel chair, it'll work fantastically.  
If you want more of an arcade-style game, do not try to find it here. It may not be super realistic, but it is a sim through and through.  
I just love the ""do whatever you want"" feel. I love the feel of the fish popping out of the water. I love feel of casting the line. Reeling the line in. I don't so much love the rowing, but it passes barely and isn't the focus.  
I love the updates, the caves were super-cool even though if it highlighted the struggles with rowing sometimes.  
If you want something stimulating, this honestly isn't for you. This is for you to get away from all the stimulation and just chill on a boat on a lake.  
(Wish there were more lakes to get lost on though.)","Oct 26, 2020 at 12:34 PM",5, 4,
2022-05-28 15:10:26.672027,gatorfan2922,to narrow of fish,"lower the chance to get a gosh dang redtail
jeez
 
apart from that this is a great game and highly recomend it","Feb 28, 2021 at 9:36 AM",5, 0,
2022-05-28 15:10:26.686987,Prince_Alki,,"Do you like sitting uselessly in a boat during a rain and thunder storm?  Do you hate sunshine and tranquil time spent in nature?  Do you like spending your fishing time rowing back and forth from one end of a rain-soaked lake to the other?  If so, you'll love Catch and Release.  Clearly the developers looked for the most miserable parts of fishing they could think up and put them in one game.  It is something of a shame.  The game mechanics are pretty good and there are some surprisingly fun aspects to it.  I just got so sick of the rain and the rowing I didn't want to ""play"" any more.","May 20, 2020 at 10:32 AM",2, 7,
2022-05-28 15:10:26.701947,Yeezus-Christ,Fun but short lived.,"Had a nice 2 weeks with it, got bored shortly after. Will come back if there is new content.","Apr 23, 2020 at 3:30 AM",5, 5,
2022-05-28 15:10:26.716907,PHLIPdI7Hd,I expected more (Unfair comparison?),"I was very excited to try this game and with the first cast attempt became very frustrated. The fishing wire seems to be constructed of a rubber band, and just flings back and smacks me in the face. I love the rowing mechanics, and the scenery is cool, but this could have been an epic game. If anyone owned a Dreamcast, I'm sure they remember Sega's bass fishing (1997). Do you want a fishing game or a fishing sim? As a fishing sim the 9 other people I know who have bought/played it have given up and 3 of them have not picked up their quest/rift since. (90% product fail ratio, 30% platform fail ratio) I've read other reviews, and the developer is doing a good thing and bringing the non-casual user base to this new and emerging technology. As a fellow developer I understand the significace of appealing to this market. I'll give it another go around, hopefully will update my rating. 

Recommendations
*Implement a mode where you can get a more granular interaction with the fish. (See Sega Bass Fishing). As we gamers age, nostalgia is a big thing. 
*Fix the casting issue
*Spoon feed the player a little bit more
*Weather and time of day randomizations would be cool.","Jan 6, 2020 at 4:38 AM",2, 2,
2022-05-28 15:10:29.815619,selirian,Good relaxing fishing game,"one of the best vr fishing games i seen , the lake is short but quite beautyfull and full of diferent fishes.
you need diferent things and techniques too catch diferent fish what makes it more chalenging and there are some missions you can follow until you catch the king of the lake.(but is broken)

Edit: all is true but the game is broken a little ahead in the game and i get more than 5 minutes waiting for something to bite at times...
The mission tell me to catch a lake dull i get to the place do everything the game tells and nothing just fishes that should not be there.
The game is relaxing but as a game is broken in parts and there is better than this","Jan 13, 2020 at 1:50 AM",2, 0,
2022-05-28 15:10:29.831576,VRMuzZ,Best Fishing Game Ever,"41 years of age fished IRL since i was a boy and played every fishing game/sim theres ever been, this my friends beats them all. Don't think that i need to write to much more. It's as real as it gets and so much fun to boot.. very hard to get that in a fishing game these days.","Nov 11, 2019 at 10:25 AM",5, 14,
2022-05-28 15:10:29.845539,OculusAbsolute,Buy a copy today...,"Simple, honest gaming, well worth owning a copy.","Jan 26, 2020 at 7:54 PM",4, 3,
2022-05-28 15:10:29.860499,CaptainStrongNuts,Hope For Oculus Quest,"DEVS CAN YOU GIVE ME ANY WORD ON IF THIS WILL COME TO OCULUS QUEST???  I love this game, but this is a game I'd much rather play on my living room couch, at dining table, in bed, on the go while on vacation etc instead of my small computer room.  Awesome game though, highly recommend!!!!!","Oct 20, 2019 at 2:20 PM",5, 8,
2022-05-28 15:10:29.876457,DankPiscean,The chillest VR fishing game,It's got everything you expect from a fishing game with polished graphics and beautiful scenery. The new night mode is exactly what I needed too. Spending the night fishing away and marking off challenges with a podcast or custom music going on in the background. The devs really are putting their hearts into this game with the updates that roll in. I always come back to this game when I want to chill out and it never fails to satisfy. Also would love to see this game on the Quest hopefully one day.,"Sep 28, 2019 at 8:44 AM",5, 6,
2022-05-28 15:10:32.955222,bladenbug,Fantastic Game,"I have always enjoyed fishing from a young age but due to ill health i was not able to do it anymore, until i found this. This game is a little gem and really gives you the enjoyment of fishing and fully immersis you into a world where you can relax and forget your troubles even if only for a while. And with how easy it is to play and use with the Rift i can still enjoy this great pasttime. The fact that you can do things at your own pace yet there are still goals to work for your not frantically trying to achieve these which for me and my disabilities makes those types of games impossible for me to play for long or even if at all. Thanks to the Devs for such a great game and i look forward to seeing what else you may have for ""release"" in the future and here's to many future hours of fishing. P.S this game to me is a must have title and with the price point and what you actually get for your money its a no-brainer.","Aug 15, 2019 at 2:18 AM",5, 10,
2022-05-28 15:10:32.970182,Angelina Starr,Can't load my game anymore.,"What happened?  This sucks.  I had a lot of time invested in this.

Wht did you do devs?  I hadn't played in a few weeks and came back to a completely unplayable sim.  I can't load my progress, I can't get positioned in the boat correctly.  Fix this crap or give me my money back.","Aug 14, 2019 at 1:55 PM",1, 7,
2022-05-28 15:10:32.984144,LoganJ89,Amazing!,"This game is very relaxing and fun to play, the songs on the radio are amazing and so is the game in general. The mechanics are great and I recommend this game to whoever is reading this.","Sep 7, 2019 at 11:11 AM",5, 4,
2022-05-28 15:10:33.000102,ChrisOakVR,Very Relaxing,"I've played about 2 h and i'm looking forward to the next session. 
And i appreciate the localization (i.g. german).","Sep 22, 2019 at 3:12 PM",5, 0,
2022-05-28 15:10:33.015062,JPre,Not realisitc at all,"save your dollars there is a way better fishing app in the rift store and it is 100 times closer to real life fishing and you can move around without the boat if you like. I got the game based on all the positive reviews, every one of those are an out right lie.","Aug 12, 2019 at 10:45 AM",1, 3,
2022-05-28 15:10:36.106793,Nikorasu,"Looks great, but PLEASE fix casting!","When I cast in real life, I hold down the reel's trigger, swing, and let go at the end of the swing... In this game, I can't figure out how it's supposed to work, when I hold down the trigger, the hook&bobber just fall immediately, which is NOT how a reel is supposed to work. The trigger is supposed to act like a brake on the line, and letting go at the end of the swing casts it out.
I REALLY hope they can change this, or add an option for it, cause otherwise I can't play this.. I fish too much in real life, and I can't change my casting habbit, and it's really frustraiting trying to play this right now. :(
Also, please make a Quest version! ;)","Aug 10, 2019 at 12:25 PM",3, 7,
2022-05-28 15:10:36.121752,Lovely_Cas,Quest,I love this game so much and would love to see it on the Oculus quest. I'm going to be buying one soon and this game would be great to show to my grandpa,"Jul 3, 2019 at 1:37 PM",5, 12,
2022-05-28 15:10:36.136713,marciot,Just the sort of thing VR is meant for!,"I've never gone fishing in real life, so I figured, let's give it a try in VR! I'm really glad I did! After about twenty minutes out on the lake, a massive thunderstorm rolled in! Hail, thunder and lightning! In real life, it would have been dangerous and scary, but from the safety of VR, it felt amazing! Kudos to the developer for a fantastic game!","Jul 2, 2019 at 11:36 AM",5, 3,
2022-05-28 15:10:36.150675,WebbINC,fish of pray,great game some as realistic as it can be but one tiny problem irl fish of pray like bass salmon pike dont run away from vibration like a bobber hitting the water i would really like it if they added something in the game that made fish a prey more predetory and go towads vibration,"Jun 21, 2019 at 3:49 AM",5, 5,
2022-05-28 15:10:36.165635,0G_Ghost,Quest,I think this should come on the quest as it isnt harsh graphics so it should run just fine,"Jul 9, 2019 at 12:27 AM",5, 4,
2022-05-28 15:10:39.258364,Kragwulf,Currently the best VR fishing game,"Catch & Release isn't the most inovative game out there. It's pretty simple. You get your bait on the hook, reel your line in, cast out, and catch fish. That's it.

What it does do, it does well. You sit on a lake and catch fish. It's pretty chill. I use it as a de-stressing game a lot.","Jun 2, 2019 at 8:14 PM",5, 0,
2022-05-28 15:10:39.273323,Megalithik,Relaxing 'after work' game,"Just started playing but this is a fun little game, really relaxing after work type game.  I wish there was some better kind of indication when you're going to snap the line though it seems like a bit of a guessing game right now.   And it would be cool if you could get a motor for your boat out of the gear store but I don't think that's an option.  But otherwise it's a good fishing simulator, you do similar actions in game that you would do IRL adding to the realism.    I saw a moose go running by in the forest as well, adds to the entertainment value watching the scenery for things.

Also works great on Rift S, no tracking issues here.","May 29, 2019 at 1:26 AM",4, 1,
2022-05-28 15:10:39.289281,Emtek1k,Online competitions,Cool game! With online multiplayer and competitions this would be the best game ever.,"Jul 5, 2019 at 1:40 AM",5, 2,
2022-05-28 15:10:39.304241,crumplebee,Easily worth the price,This is the fishing game I always wanted can't believe it took this long to finally get a good vr fishing game.,"Jun 3, 2019 at 2:48 PM",5, 0,
