scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 14:38:42.392419,baggyg,Like a long pretty boring cut-scene,"VR has moved on quite a bit since this came out, but even then the gameplay could have been so much better. I would say 60% is waiting for a very slow mostly static cut-scene to play out with a voice over that gets old very quickly. It really isn't as funny as it thinks it is. Its actually a bit of a shame as you feel they could have gone a different direction with this and made it far more interesting. I snorted a couple of times but nothing worth the price of admission. The other big problem is that the gun play just isn't fun at all. No real impact so feels like a pea shooter regardless of the gun. 

Much better out there in 2021","Apr 27, 2021 at 6:42 AM",2, 4,
2022-05-28 14:38:42.408376,SolidRustle,Not funny and sinfully boring,"it's an on rail satire game where they make fun of the gun culture and you use guns to do every day tasks throughout your life. It started out promising and then the jokes over stays it's welcome and you just end up riding it out just because you bought it and just want to finish it.....

UPDATE:  I couldn't do it...... I could not finish this game. This will go down as one of only few games in my life time I could not finish due to how shocking boring it is.","Feb 21, 2021 at 7:28 PM",1, 8,
2022-05-28 14:38:42.423337,DUPLICA,Makes you watch an insufferable video,"The game is a bit of a trippy theme park ride, but it makes you watch an extended trailer for the game, unskippable, and nothing in the game was worth the waste of time that was.","Dec 29, 2020 at 2:29 AM",2, 6,
2022-05-28 14:38:42.438297,cxlors,"As a Pro 2-A person, this was funny.","The game was okay for an on-rails, political statement or all, I found the satire a bit funny as I accept and know this is unrealistic and is just a joke. As this is nothing like America really is. However, funny concept and I enjoyed the jokes and shooting parts.","Oct 20, 2020 at 12:22 AM",3, 12,
2022-05-28 14:38:42.454254,Alicia_Wonderland,Will not open!,"This will not open!  I just get a black screen with a white hour glass that goes on forever. I purchased this a long time ago but just tried it now so it’s too late to return. I have a 1080ti NVIDIA card. 
Also when I try to close it out, it stays running! I close it both in the Oculus app and in the headset but the only way to get it to stop is by quitting the Oculus app on the computer AND restarting the headset. Please fix all this! 

Developers please tell me how to fix this or give me my money back!","Nov 10, 2020 at 9:36 PM",1, 2,
2022-05-28 14:38:45.603952,Scout11221,"Be rootin, tootin, and by god be shootin","Clever, satirical, and funny all the way through. As an American with a sense of humor, I thought this game was fantastic -- and it made me surprisingly emotionally attached to pieces of cardboard, so that's an achievement right there.

Are there bugs? Sure. But the game was compelling enough that I would immediately restart and dive back in. 

Mechanics are simple and require a good amount of coordination and practice to keep things interesting, and it's tempting to play through again to make different choices. Each level (chapter) is unique, which was surprising, since the mechanics are the same for each level. I was honestly surprised the game was as long as it was, and that they kept it interesting all the way through. Don't think for a second you're going to get bored just because it's an on-rail shooter; it's so much more.

This group of Australians really nailed it, and you can tell a lot of passion went into making it. A breath of fresh air in the sea of mediocre VR games!","Aug 21, 2020 at 12:19 AM",5, 15,
2022-05-28 14:38:45.617915,Rickyrb,Perfect entertainment!,"I have shed happy tears while playing this game, best insides jokes considering american patriottisme ever!","Sep 19, 2020 at 12:22 AM",5, 2,
2022-05-28 14:38:45.633872,razzazzika,Fun on rails shooter filled with satire,"I'm lauging so hard at all the conservative snowflakes giving 1 star reviews to this game. Yes, if you are a gun toting american you may be offended by this game, as it completely characturizes american gun ownership and takes the 2nd ammendment to absurd new levels, but its fun, and theres achievements to get and hidden stars to shoot to give it a SLIGHT bit of replayability, but the 2nd time through could be a bit more boring since you already heard the spiel before.","May 23, 2020 at 6:25 AM",4, 37,
2022-05-28 14:38:45.648832,Archer1191,"Painful political statement, not a game","If you actually want a fun  game to play, do not buy this, no matter how cheap it is. This is not an actual game nor is it intended to be; it is purely a political statement, under the guise of a game, in order to be ingestible by a particular audience. 
The developer is a company from Australia, which has strict gun laws, and as such, this ""game"" is propaganda to point out how ridiculous the United States is with their terrible gun control. In order to make that point, the ""game"" leverages absurd stereotypes and exaggerations to highlight how ridiculous the United States is and vilify everyone in the country. 
While the cardboard cutout style of the game is fun and amusing, the gameplay is very minimal and tiresome, there are a lot of glitches, and the story is dreadful to listen to (which I believe is the point). 
I completely understand the viewpoint and intentions of the developers and can respect them for their unique method of making their statement, but as a ""game"" for which I paid good money, I absolutely hate this and wish I could get my money back.","May 7, 2020 at 10:38 AM",1, 113,
2022-05-28 14:38:45.662795,Folly_Inc,meh. its ok.,"This game feels like it was made to be to be streamer/youtube bait. which is the best way to enjoy the game. dont buy it. go watch some one else do it. 
sitting though the jokes hammmers in how slow the delivery is.","Jun 20, 2020 at 7:52 AM",2, 5,
