scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 19:48:23.249935,DonaJ,,You did a wonderful job! This game is amazing!,"Jan 22, 2018 at 2:52 PM",4, 4,
2022-05-28 19:48:23.263897,SumsanB,,"Reminds me those old school game when I was young, nice work!","Jan 22, 2018 at 2:55 PM",4, 2,
2022-05-28 19:48:23.277860,JenniferJHuggins,,"We need a flamethrower, throw the fire and burn!","Jan 9, 2018 at 10:33 AM",4, 4,
2022-05-28 19:48:23.292820,MarciaC,,A fast-paced game with arcade style.,"Feb 1, 2018 at 4:41 PM",4, 1,
2022-05-28 19:48:23.307780,RickeySCubert,,A must-play game for rigt player!,"Feb 1, 2018 at 4:49 PM",4, 0,
2022-05-28 19:48:26.438548,PatriciaJSantiaogo,,"I like this game, quite fun and entertaining.","Jan 9, 2018 at 10:38 AM",4, 2,
2022-05-28 19:48:26.453508,TjelmaP,,"Love this game, you can just destroy everything you meet in the scene.","Dec 26, 2017 at 10:43 AM",4, 2,
2022-05-28 19:48:26.468468,ArthurMByrd,,"Please add more weapon and levels, for example, chainsaw!","Dec 26, 2017 at 10:47 AM",4, 0,
2022-05-28 19:48:26.483428,shapip,didn't enjoy it at all,"Not fun at all, don't think it was worth my $5.  I gave up on the boring car level where you have to run over 20 cars.  After that I uninstalled.  There are much better games at that price imo.","Jul 4, 2017 at 5:48 AM",2, 3,
2022-05-28 19:48:26.498388,EricaRWilson,,"I like this game's style, you can bomb out everything in the game!","Nov 27, 2017 at 11:24 AM",4, 1,
2022-05-28 19:48:29.577326,ScottDBrown,,"We need multi-player mode, I can't wait to fight with my buddy.","Nov 27, 2017 at 11:15 AM",4, 1,
2022-05-28 19:48:29.594280,NealVDrake,,"Fun game, but you need to add more level.","Nov 6, 2017 at 10:19 AM",3, 2,
2022-05-28 19:48:29.609241,HarveysA,,"It's hard to decide its a good or bad game, but it is definitely a characteristic one.","Oct 24, 2017 at 2:59 PM",4, 3,
2022-05-28 19:48:29.623203,JamesEMoore,,Shoot a jet down with a desert-eagle!,"Nov 6, 2017 at 10:29 AM",4, 0,
2022-05-28 19:48:29.638163,ValerieSMont,,"Not bad, but it requires some more polish.","Oct 24, 2017 at 3:03 PM",4, 2,
2022-05-28 19:48:32.717532,Jesusavesouls,It is a excellent surprise.Quality game.,I like games like gta 5 this is like matrix so more cool.I would like to encourage you all to accept Jesus as your Lord and Savior.Praise Jesus!,"May 9, 2017 at 3:17 AM",5, 6,
2022-05-28 19:48:32.732999,SadGamerDad,"Campy, Over the top, So bad it's good",Chinese devs take on westernized action cop getting revenge movies mixed with mid 90's style graphics and 80's action synth music. What's not to love? Mind numbing fun just blowing s#^t up!,"May 21, 2017 at 12:15 PM",4, 0,
