scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 20:49:28.204324,vasllup,A must have game,"❤ Audience ❤
☐ Beginner
☐ Casual Gamer
✅ Normal Gamer
☐ Expert

☼ Graphics ☼
☐ Bad
☐ Alright
✅ Good
☐ Beautiful
☐ Fantastic

♬ Music ♬
☐ Bad
☐ Alright
☐ Good
☐ Beautiful
✅ Fantastic

☠ Difficulty ☠
☐ Easy
✅ Average
☐ Easy to learn / Hard to master
☐ Hard
☐ Unfair

§ Bugs §
☐ Bugs destroy the game
☐ Lots of bugs
☐ Few Bugs
☐ You can use them for speedrun
✅ Nothing encountered

☯ Story ☯
☐ There is none
☐ Bad
☐ Alright
✅ Good
☐ Fantastic

⚔ Gameplay ⚔
☐ Frustrating
☐ Sleepy
☐ Boring
✅ Fun
☐ Challenging

۞ Game time / Length ۞
☐ Really short (0 - 3 hours)
☐ Short (4 - 8 hours)
✅ Few hours (10 - 20 hours) [if you focus on the main story]
✅ Long (20-60 hours) [if you complete everything]
☐ Very Long (61-100 hours)
☐ Infinite gameplay (a very long time)

$ Price / Quality $
✅ Full price
☐ Wait for Sale
☐ Don't buy
☐ Refund it if you can",Apr 3 at 6:37 PM,5, 543,
2022-05-28 20:49:28.219285,Xquatik,"Honestly, Best Sandbox VR Game There Is","I will be honest, I'm a stickler for graphics within VideoGames nowadays - if it isnt smooth, I won't bother buying it. This game however, shocked me. Utterly shocked me. In the beginning I had my doubts, but BoneWorks proved me wrong, in not only the graphical design and storytelling fashion, but everything else! From the smooth and realistic physics engine that makes you feel like the experience is one of your own, to the insanely fitting and overall genius score (credit to the sound wizard that is Michael Wyckoff). This game has truly revolutionised what Virtual Reality should feel like, sound like, be like. Stress Level Zero are un-friggin-believable for what they have done for VR Gaming fans and especially the VR Market, they have essentially set the bar so high for future VR Games/Experiences, that we cannot help but expect out that same level of 'wow factor' out of the big, rich games companies from now on after seeing what a relatively smallish team (in comparison) of dedicated programmers who truly appreciate the craft can accomplish. Hence my undecided vote of this being the best game on the VR Market.

(P.S I highly recommend installing mods for sandbox and the story as soon as you finish the game, it totally revives the experience and keeps on giving. I will link first a youtube tutorial on how to do so and secondly the website that will provide the mods

Tutorial (Downloadable Content) - https://www.youtube.com/watch?v=6mOhVxKEiZM 
Thunderstore (Mod site) - https://boneworks.thunderstore.io/ )
Hope this helped, sorry it was long-winded :)",Apr 29 at 12:52 AM,5, 44,
2022-05-28 20:49:28.234245,Mrwolfy12,worth it 100%,"ok ive played it for 2 yrs and idk where i see how many hours.but this game is amazing its quite well optimized too everything is just mindblowing to look at i tried running it with a mobile 1050 non ti and it ran fine little laggy but that was a cpu bottleneck cuz of the heavy phycics calculation the cpu need to do. now i got a gaming pc just cuz of this game i have a 1080 fe. and had a  i5 10400f now for some reason it was chuggy via link and i diddnt know why bc well i have a 1080 
. i then switched to a i7 4790k and it runs at 120 fps all max settings buttery smooth. i love this game my personal favorite. now the mods. some mods are buggy but that may have too do with the phycics nature of the game. the mod config strenght just straight out makes grabbing any sort of pipe or anything other then weapons and npc gliches real hard. now i need the strength mod cuz not being able to yeet a npc trough a window is boring but yes everything is 10/10. and do mind that there will be a while where u will get bored of the game it depends how much u play it generally.",Apr 17 at 2:43 AM,5, 55,
2022-05-28 20:49:28.249205,NinjaLlam4,"Far From Perfect, Still The Best.","This game is a MASTERPIECE!
It makes me go YES.
 This game is NOT FOR EVERYBODY, some people like it some don't. But you should absolytely buy the game, and refund if it's too amazing :D 
Also many people say that it causes a lot of motion sickness but I have not experienced any.
Anyway big chungus",2 days ago,5, 4,
2022-05-28 20:49:28.263167,VR_LUKO,Learn how to get mods,"If you are not modding the game your playing it wrong,
BTW heres my review

7/10 Graphics
10/10 Physics
1000000/10 Modding Community
8/10 Price for game
10/10 Soundtrack
7/10 Story
100/10 Game (basicly Gmod with a storymode)",Mar 17 at 8:42 AM,5, 97,
2022-05-28 20:49:31.361879,suprmario13,Really Good,"The game is so good! It has so much realistic physics in it, and you can interact with mostly everything! I love story, but this game just made me onlt play arena because of how great the combat is! I can say this game is completely worth it. You can't miss out!",Apr 20 at 6:06 AM,5, 7,
2022-05-28 20:49:31.376839,Silver_Scarab,HELL YEAH,"I played the first hour of this game up to the streets level and found myself bored because I was expecting an action packed game, and then I refunded it.. probably one of the worst desicions i've made. After a couple months I saw videos that made me want to play again, I repurchased it and i'm so glad I did, The music by Micheal Wykoff is one of the best video game soundtracks out there and despite my original issues with full body hit boxes being janky as hell, I ignored it to focus on the brilliant enviorments and immersive moments. Gun play is nice after getting the hang of it, Crablets are a big no no for me still terrifing. game can be scary but i think its because of how realistic it felt. I could go on with this review but what I think should be said is that if you love VR and can handle some intense gameplay I highly reccomend",Jan 24 at 8:18 AM,5, 417,
2022-05-28 20:49:31.392797,LionheartUK,I have to give this one star Currently,Having owned this game for quite some time. Its great to play it was on my CV1. However Currently with the Oculus Quest 2 Via Airlink. The Right controller has the wrong bindings. The trigger does nothing. Selecting menu items happens with B rather than trigger like the left controller. You cant take anything out of the inventory with the right controller and you cant force grab anything with the right controller. Not even shoot. This is not a controller issue as controller is perfect in every other experiance. As there is no way to change or update the binds this is a game issue and not one i can fix making the game unplayable. Will update if a fix is added.,Apr 16 at 2:53 AM,1, 10,
2022-05-28 20:49:31.407756,holeshot123,TAKE MY MONEY STRESS LEVEL ZERO!,This game has become the most played game i own! It has: | a soundtrack that makes me want to cry from how perfect it is | Physics based combat that will keep you coming back to the game long after you have beat the story | a story that feels nice to move through and it ties in will all of Stress Level Zeros other titles | Physics puzzles that are sometimes not the only way to progress like ( intsead of doing the puzzle you could climb to area then jump over the entire thing!) | Sandbox thats insanely fun to go into and play with the physics for awile | Movement that once you get used to can result in some really cool takedowns | Modding is so cool and will add hours and hours of extra playtime | Over all this game is a 10\10 must play and i can't wait for BONELAB.                      Thanks Stress level Zero for making such a great game.,9 days ago,5, 1,
2022-05-28 20:49:31.422717,1_pog_champ,Great game,"This is a must buy , but do the steam get readiness check and have a good link cable or it won’t run very well . Only buy the game if you pc is in the higher green part of the readiness check and play some other free games to make sure that your link cable isn’t bad . Don’t believe the 1 star reviews as it’s the people ratings fault for having bad cables and/or computers",May 1 at 5:14 PM,5, 2,
