scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 17:25:21.321815,Surgeus,Chilling,"Fits the niche genre I love most - existential problems concerning the creation of AI.  It was rather short, and while that was a bit disappointing, sometimes you don't need much to get the point across.

Only real bit of criticism is that being attached to a character with a body that looks nothing like my own broke the immersion for me - I'm not really the victim because of this, so I think it was a little less horrific than it could've been, and I have no info on who this person is for the most part so there isn't an emotional attachment to them either.  I know this was made in 2016 so there's probably not going to be an update, but if there were, I'd honestly probably recommend removing the viewer's body.

It's free, short, horrific, made me think, and in the end glad I gave it a go.",Apr 18 at 1:04 AM,4, 1,
2022-05-28 17:25:21.336776,guilledata,Use description box,Great quality but is like a watch a video in VR,Jan 15 at 5:37 AM,2, 4,
2022-05-28 17:25:21.351735,Coopdogg1022,its a story thats not even worth while,"i got it thinking it was a puzzle/escape room kinda thing. nope. just a robot telling me no one loves him, then he kills me. not even a good story. not worth you time.","Mar 17, 2021 at 9:04 AM",1, 18,
2022-05-28 17:25:21.366695,Durutti_Column,So-so,"It’s actually a film less than 5-min long... all you can do is look around and listen to Abe talk.  An interesting character, looks very cool.  But there’s nothing else to this... it’s cool, sure — but when you have seen it once you’re done.","Jan 19, 2021 at 5:35 AM",2, 8,
2022-05-28 17:25:21.381656,KowaiiKuma,boring as hell,booooooooring,"Dec 30, 2020 at 7:18 AM",1, 6,
2022-05-28 17:25:24.496325,wisetomcat29790,Crash,cant even play it always crashes. can anyone help me solve this problem,"Nov 5, 2020 at 10:46 AM",2, 10,
2022-05-28 17:25:24.510288,Razer333,I like the Atmosphere,"To all who say ""whats the point of this game?"". Ehm it says ""film"" in the genre section... i really like how the feeling changes from scared to confused, then i was sad and at the end a bit disgusted. I like the bot, im sorry for him he just wants to help. Good job (but the end scene is pretty bad looking i think)","May 18, 2020 at 7:02 PM",4, 19,
2022-05-28 17:25:24.525247,Sylphynford,Cool !,"Cool game but not really scary, just weird but not feeling like im in a danger","Jul 11, 2020 at 5:21 AM",4, 1,
2022-05-28 17:25:24.541205,Secret-Gemini,Great for those new to VR.,"I recommend checking this out. Yes, it's short. However if you're new to VR, I find this to be a great ""experience"" to start with. It's a classic and you can't beat the price.","May 9, 2020 at 9:04 AM",3, 3,
2022-05-28 17:25:24.555167,Randy,It sucks,this is the most pointless game ever,"Mar 18, 2020 at 7:31 AM",1, 6,
